t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
10.3972,9,SUSTAIN,18.403,1.379,-2.473,-0.639,6.474,0.319,-9.915,5.901,-0.082,11.538,6.505,5.033,5.124,5.124,0.5369,3.468,9.0,11.538,149.24
10.4185,9,SUSTAIN,18.403,1.379,-2.473,-0.639,6.474,0.319,-9.915,5.901,-0.082,11.538,6.505,5.033,5.124,5.124,0.5369,3.468,9.0,11.538,149.24
10.4403,9,SUSTAIN,18.382,1.587,-2.463,-1.054,6.344,0.348,-10.107,5.566,-0.111,11.538,6.431,5.108,5.002,5.002,0.5034,3.428,9.0,11.538,151.16
10.4612,9,SUSTAIN,18.347,1.791,-2.453,-1.457,6.231,0.343,-10.286,5.227,-0.14,11.538,6.399,5.139,4.876,4.877,0.4702,3.399,9.0,11.538,153.06
10.4827,9,SUSTAIN,18.347,1.791,-2.453,-1.457,6.231,0.343,-10.286,5.227,-0.14,11.538,6.399,5.139,4.876,4.877,0.4702,3.399,9.0,11.538,153.06
10.5038,9,SUSTAIN,18.302,1.991,-2.444,-1.856,6.091,0.344,-10.454,4.882,-0.168,11.538,6.368,5.17,4.748,4.748,0.4369,3.37,9.0,11.538,154.97
10.5253,9,SUSTAIN,18.302,1.991,-2.444,-1.856,6.091,0.344,-10.454,4.882,-0.168,11.538,6.368,5.17,4.748,4.748,0.4369,3.37,9.0,11.538,154.97
10.5465,9,SUSTAIN,18.243,2.186,-2.435,-2.238,5.95,0.33,-10.609,4.535,-0.195,11.537,6.357,5.18,4.614,4.615,0.4039,3.346,9.0,11.538,156.86
10.568,9,SUSTAIN,18.243,2.186,-2.435,-2.238,5.95,0.33,-10.609,4.535,-0.195,11.537,6.357,5.18,4.614,4.615,0.4039,3.346,9.0,11.538,156.86
10.5895,9,SUSTAIN,18.151,2.424,-2.424,-2.701,5.752,0.326,-10.785,4.095,-0.227,11.537,6.354,5.183,4.441,4.441,0.3629,3.32,9.0,11.538,159.21
10.6108,9,SUSTAIN,18.066,2.608,-2.416,-3.064,5.606,0.286,-10.914,3.737,-0.251,11.536,6.389,5.147,4.297,4.298,0.3299,3.307,9.0,11.538,161.1
10.6315,9,SUSTAIN,18.066,2.608,-2.416,-3.064,5.606,0.286,-10.914,3.737,-0.251,11.536,6.389,5.147,4.297,4.298,0.3299,3.307,9.0,11.538,161.1
10.6532,9,SUSTAIN,17.969,2.788,-2.41,-3.394,5.483,0.214,-11.033,3.368,-0.269,11.536,6.448,5.087,4.15,4.151,0.2963,3.301,9.0,11.538,163.02
10.6747,9,SUSTAIN,17.969,2.788,-2.41,-3.394,5.483,0.214,-11.033,3.368,-0.269,11.536,6.448,5.087,4.15,4.151,0.2963,3.301,9.0,11.538,163.02
10.696,9,SUSTAIN,17.861,2.963,-2.406,-3.737,5.295,0.179,-11.14,2.992,-0.283,11.535,6.481,5.054,3.998,3.999,0.2624,3.287,9.0,11.538,164.97
10.7176,9,SUSTAIN,17.861,2.963,-2.406,-3.737,5.295,0.179,-11.14,2.992,-0.283,11.535,6.481,5.054,3.998,3.999,0.2624,3.287,9.0,11.538,164.97
10.7392,9,SUSTAIN,17.741,3.132,-2.403,-4.091,5.116,0.118,-11.236,2.608,-0.292,11.535,6.55,4.984,3.84,3.841,0.2281,3.283,9.0,11.538,166.93
10.7608,9,SUSTAIN,17.577,3.334,-2.402,-4.484,4.893,0.033,-11.34,2.111,-0.294,11.534,6.637,4.897,3.638,3.639,0.184,3.277,9.0,11.538,169.46
10.7824,9,SUSTAIN,17.577,3.334,-2.402,-4.484,4.893,0.033,-11.34,2.111,-0.294,11.534,6.637,4.897,3.638,3.639,0.184,3.277,9.0,11.538,169.46
10.8036,9,SUSTAIN,17.434,3.49,-2.404,-4.805,4.71,-0.058,-11.409,1.695,-0.289,11.534,6.728,4.806,3.472,3.473,0.1475,3.276,9.0,11.538,171.55
10.8252,9,SUSTAIN,17.434,3.49,-2.404,-4.805,4.71,-0.058,-11.409,1.695,-0.289,11.534,6.728,4.806,3.472,3.473,0.1475,3.276,9.0,11.538,171.55
10.8467,9,SUSTAIN,17.281,3.639,-2.409,-5.119,4.502,-0.142,-11.465,1.262,-0.274,11.534,6.817,4.717,3.301,3.302,0.1097,3.274,9.0,11.538,173.72
10.8676,9,TURN,17.117,3.78,-2.416,-5.446,4.28,-0.218,-11.329,0.761,-0.253,11.355,6.927,4.428,3.124,3.125,0.0703,3.276,8.729,11.266,176.16
10.8889,9,TURN,17.117,3.78,-2.416,-5.446,4.28,-0.218,-11.237,0.755,-0.253,11.262,6.927,4.335,3.124,3.125,0.0703,3.276,8.729,11.266,176.16
10.91,9,TURN,16.898,3.947,-2.427,-5.786,3.988,-0.272,-11.082,0.18,-0.218,11.083,7.027,4.056,2.899,2.9,0.0183,3.268,8.37,10.749,179.07
10.9317,9,TURN,16.898,3.947,-2.427,-5.786,3.988,-0.272,-10.902,0.177,-0.218,10.903,7.027,3.876,2.899,2.9,0.0183,3.268,8.37,10.749,179.07
10.9532,9,TURN,16.761,4.041,-2.435,-5.986,3.794,-0.3,-10.723,-0.134,-0.195,10.724,7.087,3.637,2.761,2.762,0.0148,3.281,8.136,10.445,-179.29
10.9748,9,TURN,16.761,4.041,-2.435,-5.986,3.794,-0.3,-10.543,-0.132,-0.195,10.544,7.087,3.457,2.761,2.762,0.0148,3.281,8.136,10.445,-179.29
10.9964,9,TURN,16.52,4.188,-2.45,-6.296,3.516,-0.358,-10.348,-0.582,-0.15,10.365,7.211,3.154,2.527,2.528,0.0745,3.35,7.712,9.956,-176.78
11.0171,10,SUSTAIN,16.319,4.297,-2.463,-6.539,3.285,-0.41,-10.599,-0.378,-0.11,10.606,7.318,3.288,8.324,8.324,0.7497,3.807,9.0,11.538,-177.96
11.0387,10,SUSTAIN,16.319,4.297,-2.463,-6.539,3.285,-0.41,-10.839,-0.387,-0.11,10.846,7.318,3.528,8.324,8.324,0.7497,3.807,9.0,11.538,-177.96
11.0597,10,SUSTAIN,16.11,4.397,-2.478,-6.787,2.984,-0.443,-11.073,-0.542,-0.067,11.086,7.414,3.672,8.12,8.12,0.7365,3.822,9.0,11.538,-177.2
11.0814,10,SUSTAIN,16.11,4.397,-2.478,-6.787,2.984,-0.443,-11.312,-0.553,-0.067,11.326,7.414,3.912,8.12,8.12,0.7365,3.822,9.0,11.538,-177.2
11.1034,10,SUSTAIN,15.894,4.487,-2.493,-7.0,2.686,-0.456,-11.517,-0.711,-0.022,11.538,7.498,4.041,7.909,7.909,0.7237,3.835,9.0,11.538,-176.47
11.1249,10,SUSTAIN,15.894,4.487,-2.493,-7.0,2.686,-0.456,-11.517,-0.711,-0.022,11.538,7.498,4.041,7.909,7.909,0.7237,3.835,9.0,11.538,-176.47
11.1465,10,SUSTAIN,15.671,4.568,-2.508,-7.189,2.372,-0.47,-11.507,-0.852,0.024,11.538,7.57,3.968,7.692,7.692,0.7115,3.845,9.0,11.538,-175.76
11.1676,10,SUSTAIN,15.384,4.655,-2.527,-7.391,2.005,-0.463,-11.493,-1.019,0.082,11.538,7.658,3.88,7.413,7.413,0.697,3.858,9.0,11.538,-174.93
11.189,10,SUSTAIN,15.384,4.655,-2.527,-7.391,2.005,-0.463,-11.493,-1.019,0.082,11.538,7.658,3.88,7.413,7.413,0.697,3.858,9.0,11.538,-174.93
11.2109,10,SUSTAIN,15.208,4.699,-2.539,-7.495,1.76,-0.447,-11.484,-1.113,0.116,11.538,7.699,3.84,7.242,7.242,0.6888,3.863,9.0,11.538,-174.46
11.2319,10,SUSTAIN,15.208,4.699,-2.539,-7.495,1.76,-0.447,-11.484,-1.113,0.116,11.538,7.699,3.84,7.242,7.242,0.6888,3.863,9.0,11.538,-174.46
11.2535,10,SUSTAIN,14.908,4.759,-2.557,-7.702,1.374,-0.451,-11.469,-1.261,0.172,11.538,7.824,3.714,6.95,6.95,0.6759,3.886,9.0,11.538,-173.73
11.2745,10,SUSTAIN,14.663,4.797,-2.572,-7.84,1.051,-0.425,-11.456,-1.37,0.216,11.538,7.911,3.627,6.71,6.711,0.6663,3.902,9.0,11.538,-173.18
11.296,10,SUSTAIN,14.663,4.797,-2.572,-7.84,1.051,-0.425,-11.456,-1.37,0.216,11.538,7.911,3.627,6.71,6.711,0.6663,3.902,9.0,11.538,-173.18
11.3173,10,SUSTAIN,14.413,4.824,-2.585,-7.973,0.737,-0.397,-11.443,-1.47,0.256,11.537,8.007,3.531,6.466,6.466,0.6576,3.92,9.0,11.538,-172.68
11.3389,10,SUSTAIN,14.413,4.824,-2.585,-7.973,0.737,-0.397,-11.443,-1.47,0.256,11.537,8.007,3.531,6.466,6.466,0.6576,3.92,9.0,11.538,-172.68
11.3605,10,SUSTAIN,14.159,4.841,-2.598,-8.109,0.433,-0.362,-11.431,-1.561,0.294,11.537,8.12,3.417,6.217,6.217,0.6497,3.944,9.0,11.538,-172.22
11.3816,10,SUSTAIN,14.159,4.841,-2.598,-8.109,0.433,-0.362,-11.431,-1.561,0.294,11.537,8.12,3.417,6.217,6.217,0.6497,3.944,9.0,11.538,-172.22
11.4032,10,SUSTAIN,13.901,4.848,-2.609,-8.246,0.132,-0.327,-11.419,-1.641,0.328,11.537,8.247,3.289,5.962,5.963,0.6426,3.971,9.0,11.538,-171.82
11.4239,10,SUSTAIN,13.638,4.846,-2.619,-8.387,-0.165,-0.271,-11.408,-1.712,0.357,11.536,8.388,3.148,5.701,5.702,0.6364,4.002,9.0,11.538,-171.46
11.4455,10,SUSTAIN,13.638,4.846,-2.619,-8.387,-0.165,-0.271,-11.408,-1.712,0.357,11.536,8.388,3.148,5.701,5.702,0.6364,4.002,9.0,11.538,-171.46
11.4664,10,SUSTAIN,13.302,4.829,-2.628,-8.552,-0.523,-0.182,-11.397,-1.782,0.384,11.535,8.568,2.967,5.367,5.368,0.6303,4.043,9.0,11.538,-171.11
11.4879,10,SUSTAIN,13.302,4.829,-2.628,-8.552,-0.523,-0.182,-11.397,-1.782,0.384,11.535,8.568,2.967,5.367,5.368,0.6303,4.043,9.0,11.538,-171.11
11.5095,10,SUSTAIN,13.029,4.807,-2.633,-8.687,-0.758,-0.117,-11.389,-1.827,0.399,11.535,8.72,2.815,5.093,5.095,0.6263,4.079,9.0,11.538,-170.89
11.5311,10,SUSTAIN,13.029,4.807,-2.633,-8.687,-0.758,-0.117,-11.389,-1.827,0.399,11.535,8.72,2.815,5.093,5.095,0.6263,4.079,9.0,11.538,-170.89
11.553,10,SUSTAIN,12.751,4.777,-2.636,-8.795,-0.988,-0.029,-11.383,-1.861,0.407,11.534,8.85,2.684,4.815,4.816,0.6234,4.109,9.0,11.538,-170.72
11.5744,10,SUSTAIN,12.47,4.739,-2.635,-8.905,-1.205,0.052,-11.379,-1.88,0.405,11.533,8.987,2.547,4.531,4.533,0.6216,4.142,9.0,11.538,-170.62
11.5958,10,SUSTAIN,12.47,4.739,-2.635,-8.905,-1.205,0.052,-11.379,-1.88,0.405,11.533,8.987,2.547,4.531,4.533,0.6216,4.142,9.0,11.538,-170.62
11.6172,10,SUSTAIN,12.186,4.694,-2.631,-8.987,-1.378,0.145,-11.378,-1.887,0.394,11.533,9.092,2.441,4.243,4.245,0.6211,4.168,9.0,11.538,-170.59
11.6385,10,SUSTAIN,12.186,4.694,-2.631,-8.987,-1.378,0.145,-11.378,-1.887,0.394,11.533,9.092,2.441,4.243,4.245,0.6211,4.168,9.0,11.538,-170.59
11.6601,10,TURN,11.826,4.63,-2.623,-9.094,-1.597,0.23,-11.108,-2.357,0.369,11.356,9.233,2.123,3.878,3.88,0.6221,4.204,8.235,11.212,-168.02
11.6808,10,TURN,11.826,4.63,-2.623,-9.094,-1.597,0.23,-10.965,-2.326,0.369,11.209,9.233,1.976,3.878,3.88,0.6221,4.204,8.235,11.212,-168.02
11.7026,10,TURN,11.535,4.574,-2.614,-9.193,-1.735,0.298,-10.678,-2.768,0.342,11.031,9.355,1.676,3.581,3.583,0.6243,4.236,7.761,10.569,-165.47
11.7234,10,TURN,11.241,4.514,-2.602,-9.269,-1.831,0.365,-10.376,-3.179,0.307,10.852,9.448,1.404,3.281,3.283,0.6282,4.262,7.349,10.012,-162.96
11.7446,10,TURN,11.241,4.514,-2.602,-9.269,-1.831,0.365,-10.204,-3.126,0.307,10.672,9.448,1.224,3.281,3.283,0.6282,4.262,7.349,10.012,-162.96
11.7661,10,TURN,10.944,4.45,-2.589,-9.345,-1.915,0.412,-9.887,-3.511,0.267,10.492,9.539,0.953,2.978,2.979,0.6338,4.288,7.012,9.558,-160.45
11.7877,10,TURN,10.944,4.45,-2.589,-9.345,-1.915,0.412,-9.717,-3.451,0.267,10.312,9.539,0.773,2.978,2.979,0.6338,4.288,7.012,9.558,-160.45
11.8093,10,TURN,10.645,4.384,-2.574,-9.392,-1.953,0.466,-9.392,-3.799,0.222,10.131,9.593,0.537,2.672,2.673,0.6412,4.307,6.773,9.239,-157.98
11.831,10,TURN,10.645,4.384,-2.574,-9.392,-1.953,0.466,-9.225,-3.731,0.222,9.951,9.593,0.357,2.672,2.673,0.6412,4.307,6.773,9.239,-157.98
11.8527,11,SUSTAIN,10.344,4.317,-2.558,-9.436,-2.038,0.494,-8.412,-5.724,-1.326,10.175,9.653,0.522,7.673,7.686,0.0,3.913,9.0,11.538,-145.77
11.8736,11,SUSTAIN,10.043,4.247,-2.54,-9.421,-2.091,0.561,-8.518,-5.987,-1.381,10.412,9.651,0.761,7.386,7.4,0.0,3.913,9.0,11.538,-144.9
11.8952,11,SUSTAIN,10.043,4.247,-2.54,-9.421,-2.091,0.561,-8.714,-6.125,-1.381,10.651,9.651,1.001,7.386,7.4,0.0,3.913,9.0,11.538,-144.9
11.9165,11,SUSTAIN,9.667,4.157,-2.515,-9.405,-2.207,0.575,-8.778,-6.438,-1.456,10.886,9.661,1.225,7.028,7.045,0.0,3.915,9.0,11.538,-143.74
11.9382,11,SUSTAIN,9.667,4.157,-2.515,-9.405,-2.207,0.575,-8.971,-6.58,-1.456,11.126,9.661,1.465,7.028,7.045,0.0,3.915,9.0,11.538,-143.74
11.9593,11,SUSTAIN,9.367,4.081,-2.495,-9.388,-2.323,0.546,-9.043,-6.876,-1.514,11.36,9.671,1.689,6.742,6.761,0.0,3.918,9.0,11.538,-142.75
11.98,11,SUSTAIN,9.367,4.081,-2.495,-9.388,-2.323,0.546,-9.159,-6.964,-1.514,11.506,9.671,1.835,6.742,6.761,0.0,3.918,9.0,11.538,-142.75
12.0016,11,SUSTAIN,9.068,4.002,-2.477,-9.34,-2.444,0.486,-9.026,-7.127,-1.568,11.501,9.654,1.847,6.457,6.478,0.0,3.914,9.0,11.538,-141.7
12.0222,11,SUSTAIN,8.771,3.918,-2.462,-9.271,-2.582,0.38,-8.884,-7.295,-1.615,11.495,9.624,1.871,6.173,6.197,0.0,3.906,9.0,11.538,-140.61
12.0439,11,SUSTAIN,8.771,3.918,-2.462,-9.271,-2.582,0.38,-8.884,-7.295,-1.615,11.495,9.624,1.871,6.173,6.197,0.0,3.906,9.0,11.538,-140.61
12.0654,11,SUSTAIN,8.477,3.829,-2.45,-9.141,-2.748,0.236,-8.731,-7.467,-1.65,11.489,9.545,1.944,5.892,5.917,0.0,3.886,9.0,11.538,-139.46
12.0872,11,SUSTAIN,8.477,3.829,-2.45,-9.141,-2.748,0.236,-8.731,-7.467,-1.65,11.489,9.545,1.944,5.892,5.917,0.0,3.886,9.0,11.538,-139.46
12.1089,11,SUSTAIN,8.118,3.711,-2.442,-8.906,-2.96,0.074,-8.528,-7.686,-1.674,11.48,9.385,2.096,5.543,5.571,0.0,3.846,9.0,11.538,-137.97
12.1301,11,SUSTAIN,8.118,3.711,-2.442,-8.906,-2.96,0.074,-8.528,-7.686,-1.674,11.48,9.385,2.096,5.543,5.571,0.0,3.846,9.0,11.538,-137.97
12.1516,11,SUSTAIN,7.837,3.61,-2.44,-8.702,-3.114,-0.065,-8.356,-7.863,-1.679,11.474,9.242,2.231,5.269,5.298,0.0,3.811,9.0,11.538,-136.74
12.1727,11,SUSTAIN,7.563,3.505,-2.443,-8.492,-3.246,-0.245,-8.175,-8.042,-1.67,11.468,9.091,2.376,4.998,5.029,0.0,3.773,9.0,11.538,-135.47
12.1944,11,SUSTAIN,7.563,3.505,-2.443,-8.492,-3.246,-0.245,-8.175,-8.042,-1.67,11.468,9.091,2.376,4.998,5.029,0.0,3.773,9.0,11.538,-135.47
12.2159,11,SUSTAIN,7.296,3.396,-2.452,-8.255,-3.392,-0.407,-7.983,-8.225,-1.643,11.462,8.925,2.537,4.732,4.764,0.0,3.731,9.0,11.538,-134.14
12.2376,11,SUSTAIN,7.296,3.396,-2.452,-8.255,-3.392,-0.407,-7.983,-8.225,-1.643,11.462,8.925,2.537,4.732,4.764,0.0,3.731,9.0,11.538,-134.14
12.2592,11,SUSTAIN,7.036,3.283,-2.466,-8.034,-3.5,-0.559,-7.779,-8.412,-1.601,11.457,8.763,2.694,4.471,4.503,0.0,3.691,9.0,11.538,-132.76
12.2809,11,SUSTAIN,7.036,3.283,-2.466,-8.034,-3.5,-0.559,-7.779,-8.412,-1.601,11.457,8.763,2.694,4.471,4.503,0.0,3.691,9.0,11.538,-132.76
12.3026,11,SUSTAIN,6.783,3.165,-2.485,-7.784,-3.621,-0.696,-7.563,-8.601,-1.546,11.453,8.585,2.868,4.215,4.246,0.0,3.646,9.0,11.538,-131.33
12.3239,11,SUSTAIN,6.479,3.013,-2.512,-7.49,-3.748,-0.804,-7.274,-8.842,-1.463,11.449,8.375,3.074,3.902,3.932,0.0,3.594,9.0,11.538,-129.44
12.3456,11,SUSTAIN,6.479,3.013,-2.512,-7.49,-3.748,-0.804,-7.274,-8.842,-1.463,11.449,8.375,3.074,3.902,3.932,0.0,3.594,9.0,11.538,-129.44
12.3671,11,SUSTAIN,6.243,2.888,-2.538,-7.276,-3.824,-0.908,-7.022,-9.041,-1.386,11.447,8.22,3.227,3.657,3.686,0.0,3.555,9.0,11.538,-127.84
12.3887,11,SUSTAIN,6.243,2.888,-2.538,-7.276,-3.824,-0.908,-7.022,-9.041,-1.386,11.447,8.22,3.227,3.657,3.686,0.0,3.555,9.0,11.538,-127.84
12.4102,11,TURN,6.015,2.76,-2.567,-7.055,-3.951,-1.002,-6.643,-9.102,-1.299,11.268,8.086,3.182,3.417,3.445,0.0,3.522,8.833,11.324,-126.12
12.4312,11,TURN,5.793,2.628,-2.599,-6.851,-4.083,-1.115,-6.25,-9.162,-1.203,11.091,7.975,3.116,3.181,3.207,0.0,3.494,8.501,10.899,-124.3
12.4529,11,TURN,5.793,2.628,-2.599,-6.851,-4.083,-1.115,-6.149,-9.015,-1.203,10.912,7.975,2.937,3.181,3.207,0.0,3.494,8.501,10.899,-124.3
12.4741,11,TURN,5.577,2.492,-2.635,-6.639,-4.231,-1.208,-5.743,-9.071,-1.096,10.736,7.873,2.863,2.949,2.971,0.0,3.468,8.184,10.492,-122.34
12.4957,11,TURN,5.577,2.492,-2.635,-6.639,-4.231,-1.208,-5.647,-8.92,-1.096,10.558,7.873,2.685,2.949,2.971,0.0,3.468,8.184,10.492,-122.34
12.5172,11,TURN,5.369,2.35,-2.673,-6.443,-4.402,-1.284,-5.226,-8.973,-0.981,10.384,7.803,2.581,2.719,2.739,0.0,3.451,7.888,10.113,-120.22
12.5383,11,TURN,5.369,2.35,-2.673,-6.443,-4.402,-1.284,-5.136,-8.818,-0.981,10.205,7.803,2.402,2.719,2.739,0.0,3.451,7.888,10.113,-120.22
