t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
0.0,0,LAUNCH,-0.142,0.174,-2.41,-0.018,-0.252,-0.187,0.12,-0.003,-0.27,0.12,0.252,-0.132,8.144,8.144,1.0042,2.202,2.5,3.205,-1.23
0.0208,0,LAUNCH,-0.144,0.176,-2.415,-0.008,-0.233,-0.141,0.24,-0.005,-0.256,0.24,0.233,0.007,8.146,8.146,1.0044,2.198,2.5,3.205,-1.24
0.0423,0,LAUNCH,-0.144,0.176,-2.415,-0.008,-0.233,-0.141,0.36,-0.008,-0.256,0.36,0.233,0.127,8.146,8.146,1.0044,2.198,2.5,3.205,-1.24
0.0639,0,LAUNCH,-0.146,0.179,-2.419,-0.013,-0.257,-0.113,0.48,-0.011,-0.244,0.48,0.258,0.222,8.148,8.148,1.0048,2.204,2.5,3.205,-1.26
0.0848,0,LAUNCH,-0.146,0.179,-2.419,-0.013,-0.257,-0.113,0.6,-0.013,-0.244,0.6,0.258,0.342,8.148,8.148,1.0048,2.204,2.5,3.205,-1.26
0.1056,0,LAUNCH,-0.148,0.18,-2.421,-0.013,-0.261,-0.116,0.72,-0.016,-0.236,0.72,0.262,0.458,8.15,8.15,1.0049,2.205,2.5,3.205,-1.26
0.1272,0,LAUNCH,-0.148,0.18,-2.421,-0.013,-0.261,-0.116,0.84,-0.019,-0.236,0.84,0.262,0.578,8.15,8.15,1.0049,2.205,2.5,3.205,-1.26
0.1488,0,LAUNCH,-0.15,0.18,-2.424,-0.015,-0.261,-0.138,0.96,-0.021,-0.228,0.96,0.262,0.698,8.152,8.152,1.0049,2.205,2.5,3.205,-1.27
0.1699,0,LAUNCH,-0.151,0.183,-2.427,-0.014,-0.233,-0.155,1.08,-0.024,-0.219,1.08,0.233,0.847,8.153,8.154,1.0053,2.198,2.5,3.205,-1.29
0.1913,0,LAUNCH,-0.151,0.183,-2.427,-0.014,-0.233,-0.155,1.2,-0.027,-0.219,1.2,0.233,0.967,8.153,8.154,1.0053,2.198,2.5,3.205,-1.29
0.2126,0,LAUNCH,-0.153,0.187,-2.432,0.002,-0.221,-0.221,1.32,-0.03,-0.205,1.32,0.221,1.099,8.155,8.155,1.0057,2.196,2.5,3.205,-1.31
0.2342,0,LAUNCH,-0.153,0.187,-2.432,0.002,-0.221,-0.221,1.44,-0.033,-0.205,1.44,0.221,1.219,8.155,8.155,1.0057,2.196,2.5,3.205,-1.31
0.2558,0,LAUNCH,-0.153,0.19,-2.438,0.04,-0.216,-0.292,1.56,-0.036,-0.185,1.56,0.219,1.341,8.156,8.156,1.0061,2.195,2.5,3.205,-1.33
0.2763,0,LAUNCH,-0.152,0.192,-2.447,0.097,-0.207,-0.368,1.679,-0.04,-0.159,1.68,0.228,1.452,8.154,8.155,1.0064,2.198,2.5,3.205,-1.35
0.2976,0,LAUNCH,-0.152,0.192,-2.447,0.097,-0.207,-0.368,1.799,-0.042,-0.159,1.8,0.228,1.572,8.154,8.155,1.0064,2.198,2.5,3.205,-1.35
0.3185,0,LAUNCH,-0.148,0.2,-2.461,0.2,-0.175,-0.464,1.919,-0.047,-0.117,1.92,0.266,1.654,8.15,8.15,1.0073,2.208,2.5,3.205,-1.41
0.3401,0,LAUNCH,-0.148,0.2,-2.461,0.2,-0.175,-0.464,2.039,-0.05,-0.117,2.04,0.266,1.774,8.15,8.15,1.0073,2.208,2.5,3.205,-1.41
0.3614,0,LAUNCH,-0.141,0.206,-2.475,0.305,-0.142,-0.506,2.159,-0.055,-0.076,2.16,0.336,1.824,8.143,8.144,1.0081,2.226,2.5,3.205,-1.45
0.3823,0,LAUNCH,-0.141,0.206,-2.475,0.305,-0.142,-0.506,2.279,-0.058,-0.076,2.28,0.336,1.944,8.143,8.144,1.0081,2.226,2.5,3.205,-1.45
0.4039,0,LAUNCH,-0.13,0.212,-2.489,0.432,-0.114,-0.567,2.399,-0.063,-0.032,2.4,0.447,1.953,8.133,8.133,1.0089,2.254,2.5,3.205,-1.5
0.4254,0,LAUNCH,-0.13,0.212,-2.489,0.432,-0.114,-0.567,2.519,-0.066,-0.032,2.52,0.447,2.073,8.133,8.133,1.0089,2.254,2.5,3.205,-1.5
0.447,0,LAUNCH,-0.115,0.22,-2.505,0.563,-0.092,-0.583,2.639,-0.071,0.015,2.64,0.571,2.069,8.118,8.118,1.0099,2.286,2.5,3.205,-1.55
0.4681,0,LAUNCH,-0.09,0.234,-2.526,0.755,-0.054,-0.598,2.759,-0.08,0.077,2.76,0.757,2.003,8.093,8.093,1.0117,2.333,2.5,3.205,-1.65
0.4889,0,LAUNCH,-0.09,0.234,-2.526,0.755,-0.054,-0.598,2.879,-0.083,0.077,2.88,0.757,2.123,8.093,8.093,1.0117,2.333,2.5,3.205,-1.65
0.5109,0,LAUNCH,-0.07,0.242,-2.538,0.872,-0.048,-0.588,2.999,-0.09,0.114,3.0,0.874,2.126,8.074,8.074,1.0127,2.363,2.5,3.205,-1.71
0.5319,0,LAUNCH,-0.07,0.242,-2.538,0.872,-0.048,-0.588,3.119,-0.093,0.114,3.12,0.874,2.246,8.074,8.074,1.0127,2.363,2.5,3.205,-1.71
0.5535,0,LAUNCH,-0.032,0.254,-2.557,1.075,-0.014,-0.54,3.203,-0.101,0.17,3.205,1.075,2.13,8.036,8.037,1.0144,2.415,2.5,3.205,-1.81
0.5743,0,LAUNCH,0.005,0.267,-2.571,1.244,-0.001,-0.498,3.203,-0.107,0.212,3.205,1.244,1.961,8.0,8.0,1.0162,2.458,2.5,3.205,-1.91
0.5958,0,LAUNCH,0.005,0.267,-2.571,1.244,-0.001,-0.498,3.203,-0.107,0.212,3.205,1.244,1.961,8.0,8.0,1.0162,2.458,2.5,3.205,-1.91
0.6173,0,LAUNCH,0.047,0.281,-2.583,1.42,0.005,-0.428,3.203,-0.113,0.248,3.205,1.42,1.785,7.958,7.958,1.0182,2.503,2.5,3.205,-2.03
0.6389,0,LAUNCH,0.047,0.281,-2.583,1.42,0.005,-0.428,3.203,-0.113,0.248,3.205,1.42,1.785,7.958,7.958,1.0182,2.503,2.5,3.205,-2.03
0.6609,0,LAUNCH,0.095,0.294,-2.593,1.607,-0.013,-0.378,3.203,-0.119,0.278,3.205,1.608,1.597,7.91,7.911,1.0199,2.551,2.5,3.205,-2.13
0.6825,0,LAUNCH,0.095,0.294,-2.593,1.607,-0.013,-0.378,3.203,-0.119,0.278,3.205,1.608,1.597,7.91,7.911,1.0199,2.551,2.5,3.205,-2.13
0.7039,0,LAUNCH,0.149,0.304,-2.601,1.783,-0.041,-0.31,3.202,-0.124,0.302,3.205,1.784,1.421,7.856,7.857,1.0215,2.596,2.5,3.205,-2.22
0.725,0,LAUNCH,0.226,0.319,-2.607,2.001,-0.056,-0.21,3.301,-0.135,0.322,3.304,2.002,1.302,7.781,7.781,1.0238,2.652,2.577,3.304,-2.35
0.7466,0,LAUNCH,0.226,0.319,-2.607,2.001,-0.056,-0.21,3.4,-0.14,0.322,3.403,2.002,1.401,7.781,7.781,1.0238,2.652,2.654,3.403,-2.35
0.7682,0,LAUNCH,0.293,0.331,-2.61,2.135,-0.05,-0.116,3.519,-0.151,0.33,3.523,2.136,1.387,7.714,7.715,1.0257,2.687,3.056,3.918,-2.46
0.7899,0,LAUNCH,0.293,0.331,-2.61,2.135,-0.05,-0.116,3.639,-0.156,0.33,3.643,2.136,1.507,7.714,7.715,1.0257,2.687,3.142,4.029,-2.46
0.8118,0,LAUNCH,0.364,0.342,-2.61,2.273,-0.061,-0.047,3.759,-0.168,0.331,3.763,2.274,1.489,7.644,7.645,1.0275,2.723,3.483,4.466,-2.56
0.8325,0,LAUNCH,0.439,0.353,-2.609,2.393,-0.071,0.035,3.878,-0.181,0.326,3.883,2.394,1.489,7.569,7.57,1.0294,2.754,3.614,4.634,-2.67
0.8531,0,LAUNCH,0.439,0.353,-2.609,2.393,-0.071,0.035,3.998,-0.186,0.326,4.003,2.394,1.609,7.569,7.57,1.0294,2.754,3.703,4.748,-2.67
0.8737,0,LAUNCH,0.519,0.367,-2.605,2.54,-0.065,0.079,4.118,-0.202,0.315,4.123,2.541,1.581,7.49,7.49,1.0318,2.792,3.622,4.644,-2.81
0.8944,0,LAUNCH,0.519,0.367,-2.605,2.54,-0.065,0.079,4.238,-0.208,0.315,4.243,2.541,1.701,7.49,7.49,1.0318,2.792,3.708,4.754,-2.81
0.9159,0,LAUNCH,0.604,0.381,-2.6,2.658,-0.03,0.155,4.357,-0.224,0.299,4.363,2.658,1.704,7.406,7.406,1.0342,2.823,3.481,4.463,-2.95
0.9378,0,LAUNCH,0.604,0.381,-2.6,2.658,-0.03,0.155,4.477,-0.231,0.299,4.483,2.658,1.824,7.406,7.406,1.0342,2.823,3.564,4.569,-2.95
0.9594,0,LAUNCH,0.692,0.395,-2.593,2.785,-0.005,0.183,4.514,-0.244,0.279,4.52,2.785,1.735,7.318,7.319,1.0368,2.856,3.526,4.521,-3.1
0.9811,0,LAUNCH,0.692,0.395,-2.593,2.785,-0.005,0.183,4.616,-0.25,0.279,4.622,2.785,1.838,7.318,7.319,1.0368,2.856,3.606,4.623,-3.1
1.0022,0,LAUNCH,0.809,0.415,-2.584,2.973,-0.001,0.178,4.735,-0.273,0.252,4.743,2.973,1.769,7.203,7.204,1.0404,2.906,3.705,4.75,-3.3
1.0232,0,LAUNCH,0.908,0.433,-2.578,3.12,0.06,0.167,4.853,-0.296,0.233,4.863,3.121,1.742,7.105,7.106,1.0438,2.945,3.836,4.917,-3.49
1.045,0,LAUNCH,0.908,0.433,-2.578,3.12,0.06,0.167,4.973,-0.304,0.233,4.983,3.121,1.862,7.105,7.106,1.0438,2.945,3.917,5.022,-3.49
1.0666,0,LAUNCH,1.011,0.452,-2.571,3.246,0.066,0.182,5.023,-0.325,0.214,5.034,3.246,1.788,7.004,7.004,1.0474,2.978,3.927,5.034,-3.7
1.0883,0,LAUNCH,1.011,0.452,-2.571,3.246,0.066,0.182,5.126,-0.331,0.214,5.136,3.246,1.89,7.004,7.004,1.0474,2.978,4.006,5.137,-3.7
1.11,0,LAUNCH,1.119,0.471,-2.565,3.415,0.104,0.142,5.244,-0.359,0.196,5.256,3.416,1.84,6.897,6.898,1.0511,3.023,4.287,5.496,-3.91
1.1307,0,LAUNCH,1.232,0.491,-2.561,3.566,0.103,0.114,5.362,-0.389,0.182,5.376,3.567,1.809,6.786,6.786,1.0552,3.064,4.51,5.782,-4.15
1.1523,0,LAUNCH,1.232,0.491,-2.561,3.566,0.103,0.114,5.482,-0.398,0.182,5.496,3.567,1.929,6.786,6.786,1.0552,3.064,4.596,5.892,-4.15
1.1738,0,LAUNCH,1.38,0.517,-2.556,3.752,0.118,0.111,5.599,-0.438,0.167,5.616,3.753,1.863,6.64,6.64,1.0608,3.114,4.695,6.02,-4.47
1.1953,0,LAUNCH,1.38,0.517,-2.556,3.752,0.118,0.111,5.719,-0.447,0.167,5.736,3.753,1.983,6.64,6.64,1.0608,3.114,4.781,6.13,-4.47
1.2168,0,LAUNCH,1.504,0.538,-2.552,3.92,0.099,0.094,5.836,-0.483,0.156,5.856,3.921,1.935,6.518,6.518,1.0654,3.158,4.963,6.363,-4.73
1.2384,0,LAUNCH,1.504,0.538,-2.552,3.92,0.099,0.094,5.956,-0.493,0.156,5.976,3.921,2.055,6.518,6.518,1.0654,3.158,5.051,6.476,-4.73
1.26,0,LAUNCH,1.633,0.557,-2.549,4.09,0.09,0.046,6.073,-0.531,0.148,6.096,4.091,2.005,6.391,6.391,1.07,3.204,5.407,6.932,-5.0
1.2808,0,LAUNCH,1.768,0.575,-2.548,4.258,0.069,0.011,6.19,-0.571,0.145,6.216,4.259,1.957,6.258,6.258,1.0748,3.249,5.701,7.309,-5.27
1.3014,0,LAUNCH,1.768,0.575,-2.548,4.258,0.069,0.011,6.31,-0.582,0.145,6.336,4.259,2.077,6.258,6.258,1.0748,3.249,5.793,7.427,-5.27
1.3227,0,LAUNCH,1.909,0.591,-2.548,4.405,-0.009,0.013,6.426,-0.623,0.144,6.456,4.405,2.051,6.12,6.12,1.0795,3.289,5.876,7.533,-5.54
1.3449,0,LAUNCH,1.909,0.591,-2.548,4.405,-0.009,0.013,6.546,-0.635,0.144,6.576,4.405,2.171,6.12,6.12,1.0795,3.289,5.975,7.66,-5.54
1.3671,0,LAUNCH,2.053,0.603,-2.548,4.546,-0.08,0.017,6.662,-0.676,0.143,6.696,4.547,2.15,5.978,5.978,1.0839,3.327,6.045,7.75,-5.79
1.389,0,LAUNCH,2.053,0.603,-2.548,4.546,-0.08,0.017,6.781,-0.688,0.143,6.816,4.547,2.27,5.978,5.978,1.0839,3.327,6.142,7.874,-5.79
1.4113,0,LAUNCH,2.202,0.613,-2.547,4.695,-0.111,0.015,6.898,-0.73,0.141,6.936,4.696,2.24,5.83,5.831,1.0882,3.367,6.256,8.02,-6.04
1.4324,0,LAUNCH,2.396,0.621,-2.547,4.907,-0.235,-0.019,7.013,-0.777,0.141,7.056,4.913,2.143,5.638,5.638,1.0931,3.424,6.326,8.11,-6.32
1.454,0,LAUNCH,2.396,0.621,-2.547,4.907,-0.235,-0.019,7.133,-0.79,0.141,7.176,4.913,2.263,5.638,5.638,1.0931,3.424,6.421,8.233,-6.32
1.4755,0,LAUNCH,2.558,0.622,-2.548,5.069,-0.319,-0.036,7.249,-0.829,0.144,7.296,5.079,2.217,5.478,5.478,1.0967,3.468,6.401,8.207,-6.52
1.4972,0,LAUNCH,2.558,0.622,-2.548,5.069,-0.319,-0.036,7.368,-0.843,0.144,7.416,5.079,2.337,5.478,5.478,1.0967,3.468,6.495,8.327,-6.52
1.5187,0,LAUNCH,2.724,0.62,-2.549,5.225,-0.423,-0.037,7.485,-0.88,0.147,7.536,5.242,2.294,5.313,5.313,1.0998,3.511,6.58,8.436,-6.71
1.5398,0,LAUNCH,2.724,0.62,-2.549,5.225,-0.423,-0.037,7.604,-0.894,0.147,7.656,5.242,2.414,5.313,5.313,1.0998,3.511,6.671,8.553,-6.71
1.5616,0,LAUNCH,2.895,0.614,-2.55,5.384,-0.513,-0.039,7.721,-0.929,0.151,7.776,5.408,2.368,5.142,5.142,1.1025,3.554,6.755,8.66,-6.86
1.5831,0,LAUNCH,3.07,0.604,-2.552,5.516,-0.595,-0.028,7.838,-0.96,0.155,7.896,5.548,2.348,4.967,4.967,1.1047,3.59,6.926,8.88,-6.98
1.6047,0,LAUNCH,3.07,0.604,-2.552,5.516,-0.595,-0.028,7.957,-0.975,0.155,8.016,5.548,2.468,4.967,4.967,1.1047,3.59,7.021,9.002,-6.98
1.6263,0,LAUNCH,3.296,0.586,-2.553,5.733,-0.684,-0.043,8.074,-1.006,0.159,8.136,5.774,2.362,4.74,4.74,1.1067,3.648,7.001,8.976,-7.1
1.6483,0,LAUNCH,3.296,0.586,-2.553,5.733,-0.684,-0.043,8.193,-1.02,0.159,8.256,5.774,2.482,4.74,4.74,1.1067,3.648,7.096,9.098,-7.1
1.6699,0,LAUNCH,3.483,0.569,-2.555,5.886,-0.74,-0.038,8.31,-1.046,0.164,8.376,5.932,2.444,4.553,4.553,1.108,3.688,7.231,9.27,-7.17
1.6911,0,LAUNCH,3.674,0.548,-2.556,6.024,-0.821,-0.023,8.429,-1.067,0.167,8.496,6.08,2.416,4.361,4.361,1.1087,3.726,7.432,9.528,-7.22
1.7131,0,LAUNCH,3.674,0.548,-2.556,6.024,-0.821,-0.023,8.548,-1.082,0.167,8.616,6.08,2.536,4.361,4.361,1.1087,3.726,7.528,9.652,-7.22
1.7348,0,LAUNCH,3.869,0.524,-2.557,6.218,-0.871,-0.053,8.666,-1.1,0.17,8.736,6.278,2.457,4.164,4.164,1.109,3.776,7.393,9.479,-7.23
1.7556,0,LAUNCH,3.869,0.524,-2.557,6.218,-0.871,-0.053,8.785,-1.115,0.17,8.856,6.278,2.577,4.164,4.164,1.109,3.776,7.482,9.592,-7.23
1.7764,0,LAUNCH,4.071,0.498,-2.559,6.374,-0.957,-0.056,8.904,-1.127,0.176,8.976,6.446,2.53,3.961,3.961,1.1087,3.817,7.549,9.678,-7.22
1.7973,0,LAUNCH,4.071,0.498,-2.559,6.374,-0.957,-0.056,9.023,-1.143,0.176,9.096,6.446,2.65,3.961,3.961,1.1087,3.817,7.637,9.792,-7.22
1.8189,0,LAUNCH,4.277,0.468,-2.56,6.537,-1.022,-0.046,9.143,-1.149,0.181,9.215,6.616,2.599,3.753,3.753,1.1078,3.859,7.813,10.016,-7.16
1.8403,0,LAUNCH,4.54,0.426,-2.561,6.713,-1.091,-0.011,9.265,-1.142,0.184,9.335,6.802,2.534,3.486,3.486,1.1054,3.904,8.193,10.504,-7.02
1.862,0,LAUNCH,4.54,0.426,-2.561,6.713,-1.091,-0.011,9.384,-1.156,0.184,9.455,6.802,2.654,3.486,3.486,1.1054,3.904,8.29,10.628,-7.02
1.8836,0,LAUNCH,4.756,0.39,-2.561,6.861,-1.136,0.007,9.506,-1.144,0.184,9.575,6.954,2.62,3.267,3.268,1.1026,3.941,8.42,10.795,-6.86
1.9053,0,LAUNCH,4.756,0.39,-2.561,6.861,-1.136,0.007,9.625,-1.158,0.184,9.695,6.954,2.74,3.267,3.268,1.1026,3.941,8.517,10.919,-6.86
1.9271,0,LAUNCH,4.977,0.353,-2.561,7.03,-1.151,0.008,9.748,-1.137,0.183,9.815,7.123,2.691,3.044,3.044,1.0989,3.98,8.602,11.028,-6.65
1.9478,0,LAUNCH,5.202,0.314,-2.56,7.178,-1.154,0.03,9.872,-1.109,0.181,9.934,7.27,2.665,2.815,2.816,1.0946,4.014,8.498,10.895,-6.41
1.9695,0,LAUNCH,5.202,0.314,-2.56,7.178,-1.154,0.03,9.991,-1.122,0.181,10.054,7.27,2.785,2.815,2.816,1.0946,4.014,8.592,11.016,-6.41
1.9905,0,LAUNCH,5.431,0.275,-2.559,7.36,-1.146,0.019,10.116,-1.083,0.177,10.174,7.449,2.725,2.583,2.584,1.0894,4.056,8.784,11.261,-6.11
2.0122,0,TURN,5.431,0.275,-2.559,7.36,-1.146,0.019,9.623,2.702,0.177,9.995,7.449,2.546,2.583,2.584,1.0894,4.056,6.206,8.863,15.68
2.0331,1,SUSTAIN,5.666,0.235,-2.558,7.526,-1.174,0.011,7.57,6.89,0.175,10.236,7.617,2.62,8.565,8.565,1.4204,4.308,9.0,11.538,42.31
2.0546,1,SUSTAIN,5.666,0.235,-2.558,7.526,-1.174,0.011,7.748,7.052,0.175,10.476,7.617,2.86,8.565,8.565,1.4204,4.308,9.0,11.538,42.31
2.0762,1,SUSTAIN,5.967,0.183,-2.557,7.74,-1.203,0.013,7.714,7.438,0.172,10.716,7.833,2.884,8.381,8.381,1.3916,4.344,9.0,11.538,43.96
2.0974,1,SUSTAIN,6.213,0.14,-2.556,7.843,-1.188,0.056,7.699,7.795,0.168,10.956,7.932,3.024,8.236,8.236,1.3672,4.354,9.0,11.538,45.36
2.119,1,SUSTAIN,6.213,0.14,-2.556,7.843,-1.188,0.056,7.868,7.966,0.168,11.196,7.932,3.264,8.236,8.236,1.3672,4.354,9.0,11.538,45.36
2.1399,1,SUSTAIN,6.461,0.098,-2.553,7.904,-1.165,0.135,7.826,8.339,0.158,11.436,7.99,3.447,8.094,8.095,1.3417,4.352,9.0,11.538,46.82
2.1616,1,SUSTAIN,6.461,0.098,-2.553,7.904,-1.165,0.135,7.896,8.413,0.158,11.538,7.99,3.548,8.094,8.095,1.3417,4.352,9.0,11.538,46.82
2.1832,1,SUSTAIN,6.711,0.056,-2.547,7.98,-1.123,0.187,7.67,8.62,0.141,11.538,8.058,3.48,7.957,7.957,1.3152,4.352,9.0,11.538,48.34
2.2045,1,SUSTAIN,6.711,0.056,-2.547,7.98,-1.123,0.187,7.67,8.62,0.141,11.538,8.058,3.48,7.957,7.957,1.3152,4.352,9.0,11.538,48.34
2.226,1,SUSTAIN,6.964,0.015,-2.541,8.077,-1.052,0.196,7.429,8.828,0.122,11.538,8.146,3.393,7.822,7.822,1.2876,4.356,9.0,11.538,49.92
2.2469,1,SUSTAIN,7.219,-0.023,-2.533,8.143,-0.931,0.218,7.174,9.037,0.1,11.538,8.196,3.342,7.69,7.69,1.2589,4.35,9.0,11.538,51.56
2.2676,1,SUSTAIN,7.219,-0.023,-2.533,8.143,-0.931,0.218,7.174,9.037,0.1,11.538,8.196,3.342,7.69,7.69,1.2589,4.35,9.0,11.538,51.56
2.2889,1,SUSTAIN,7.542,-0.064,-2.525,8.241,-0.675,0.192,6.835,9.296,0.074,11.538,8.268,3.27,7.526,7.526,1.222,4.345,9.0,11.538,53.67
2.3105,1,SUSTAIN,7.542,-0.064,-2.525,8.241,-0.675,0.192,6.835,9.296,0.074,11.538,8.268,3.27,7.526,7.526,1.222,4.345,9.0,11.538,53.67
2.3323,1,SUSTAIN,7.801,-0.089,-2.518,8.25,-0.451,0.193,6.55,9.499,0.053,11.538,8.262,3.277,7.397,7.397,1.1917,4.324,9.0,11.538,55.41
2.3536,1,SUSTAIN,7.801,-0.089,-2.518,8.25,-0.451,0.193,6.55,9.499,0.053,11.538,8.262,3.277,7.397,7.397,1.1917,4.324,9.0,11.538,55.41
2.3752,1,SUSTAIN,8.06,-0.106,-2.511,8.217,-0.163,0.192,6.256,9.695,0.033,11.538,8.219,3.32,7.267,7.267,1.161,4.294,9.0,11.538,57.17
2.3965,1,SUSTAIN,8.317,-0.114,-2.504,8.155,0.131,0.19,5.953,9.884,0.012,11.538,8.156,3.382,7.138,7.138,1.1301,4.259,9.0,11.538,58.94
2.4181,1,SUSTAIN,8.317,-0.114,-2.504,8.155,0.131,0.19,5.953,9.884,0.012,11.538,8.156,3.382,7.138,7.138,1.1301,4.259,9.0,11.538,58.94
2.4398,1,SUSTAIN,8.572,-0.113,-2.496,8.031,0.452,0.226,5.644,10.064,-0.011,11.538,8.044,3.494,7.009,7.009,1.0991,4.211,9.0,11.538,60.72
2.4617,1,SUSTAIN,8.572,-0.113,-2.496,8.031,0.452,0.226,5.644,10.064,-0.011,11.538,8.044,3.494,7.009,7.009,1.0991,4.211,9.0,11.538,60.72
2.4832,1,SUSTAIN,8.821,-0.101,-2.488,7.863,0.801,0.277,5.331,10.233,-0.037,11.538,7.904,3.634,6.88,6.88,1.0683,4.156,9.0,11.538,62.48
2.504,1,SUSTAIN,9.066,-0.079,-2.477,7.684,1.119,0.328,5.016,10.391,-0.069,11.538,7.765,3.773,6.75,6.75,1.0377,4.102,9.0,11.538,64.23
2.5255,1,SUSTAIN,9.066,-0.079,-2.477,7.684,1.119,0.328,5.016,10.391,-0.069,11.538,7.765,3.773,6.75,6.75,1.0377,4.102,9.0,11.538,64.23
2.5465,1,SUSTAIN,9.363,-0.035,-2.461,7.43,1.556,0.378,4.62,10.573,-0.117,11.538,7.591,3.947,6.586,6.586,0.9999,4.034,9.0,11.538,66.4
2.568,1,SUSTAIN,9.363,-0.035,-2.461,7.43,1.556,0.378,4.62,10.573,-0.117,11.538,7.591,3.947,6.586,6.586,0.9999,4.034,9.0,11.538,66.4
2.589,1,SUSTAIN,9.594,0.013,-2.448,7.218,1.899,0.392,4.302,10.706,-0.157,11.538,7.464,4.074,6.452,6.453,0.9701,3.984,9.0,11.538,68.11
2.6104,1,SUSTAIN,9.594,0.013,-2.448,7.218,1.899,0.392,4.302,10.706,-0.157,11.538,7.464,4.074,6.452,6.453,0.9701,3.984,9.0,11.538,68.11
2.632,1,SUSTAIN,9.819,0.071,-2.434,6.999,2.218,0.416,3.984,10.828,-0.198,11.538,7.342,4.196,6.317,6.318,0.9406,3.934,9.0,11.538,69.8
2.6533,1,SUSTAIN,9.819,0.071,-2.434,6.999,2.218,0.416,3.984,10.828,-0.198,11.538,7.342,4.196,6.317,6.318,0.9406,3.934,9.0,11.538,69.8
2.6748,1,SUSTAIN,10.09,0.16,-2.416,6.697,2.625,0.45,3.586,10.966,-0.252,11.537,7.193,4.344,6.145,6.145,0.9041,3.874,9.0,11.538,71.89
2.6963,1,SUSTAIN,10.247,0.221,-2.404,6.489,2.865,0.486,3.348,11.04,-0.289,11.537,7.093,4.444,6.039,6.04,0.8825,3.835,9.0,11.538,73.13
2.717,1,SUSTAIN,10.247,0.221,-2.404,6.489,2.865,0.486,3.348,11.04,-0.289,11.537,7.093,4.444,6.039,6.04,0.8825,3.835,9.0,11.538,73.13
2.7385,1,SHORT,10.499,0.336,-2.383,6.167,3.268,0.495,3.006,11.345,-0.35,11.736,6.98,4.756,5.859,5.86,0.847,3.784,8.523,11.871,75.16
2.7602,1,SHORT,10.499,0.336,-2.383,6.167,3.268,0.495,3.04,11.472,-0.35,11.868,6.98,4.889,5.859,5.86,0.847,3.784,8.523,11.871,75.16
2.7818,1,SHORT,10.692,0.44,-2.367,5.917,3.564,0.486,2.72,11.56,-0.4,11.876,6.907,4.969,5.712,5.713,0.8191,3.748,8.553,11.879,76.76
2.8026,1,SUSTAIN,10.879,0.555,-2.35,5.66,3.836,0.492,2.326,11.297,-0.451,11.534,6.838,4.696,5.56,5.562,0.791,3.713,9.0,11.538,78.37
2.8233,1,SUSTAIN,10.879,0.555,-2.35,5.66,3.836,0.492,2.326,11.297,-0.451,11.534,6.838,4.696,5.56,5.562,0.791,3.713,9.0,11.538,78.37
2.8449,1,SUSTAIN,11.058,0.678,-2.333,5.403,4.094,0.492,2.009,11.357,-0.502,11.533,6.779,4.753,5.404,5.407,0.7631,3.681,9.0,11.538,79.97
2.8664,1,SUSTAIN,11.058,0.678,-2.333,5.403,4.094,0.492,2.009,11.357,-0.502,11.533,6.779,4.753,5.404,5.407,0.7631,3.681,9.0,11.538,79.97
2.8881,1,SUSTAIN,11.229,0.81,-2.316,5.135,4.33,0.49,1.693,11.406,-0.553,11.531,6.717,4.814,5.247,5.25,0.7354,3.647,9.0,11.538,81.56
2.9096,1,SUSTAIN,11.229,0.81,-2.316,5.135,4.33,0.49,1.693,11.406,-0.553,11.531,6.717,4.814,5.247,5.25,0.7354,3.647,9.0,11.538,81.56
2.9312,1,SUSTAIN,11.392,0.949,-2.299,4.859,4.569,0.491,1.379,11.447,-0.604,11.529,6.67,4.859,5.087,5.091,0.7079,3.618,9.0,11.538,83.13
2.9524,1,SUSTAIN,11.587,1.137,-2.277,4.552,4.873,0.437,0.976,11.485,-0.668,11.526,6.668,4.858,4.88,4.885,0.6727,3.595,9.0,11.538,85.14
2.974,1,SUSTAIN,11.587,1.137,-2.277,4.552,4.873,0.437,0.976,11.485,-0.668,11.526,6.668,4.858,4.88,4.885,0.6727,3.595,9.0,11.538,85.14
2.9949,1,SUSTAIN,11.734,1.296,-2.262,4.279,5.11,0.392,0.65,11.505,-0.713,11.524,6.666,4.858,4.711,4.717,0.6444,3.577,9.0,11.538,86.77
3.0159,1,SUSTAIN,11.734,1.296,-2.262,4.279,5.11,0.392,0.65,11.505,-0.713,11.524,6.666,4.858,4.711,4.717,0.6444,3.577,9.0,11.538,86.77
3.0374,1,SUSTAIN,11.873,1.463,-2.249,4.034,5.336,0.318,0.322,11.516,-0.753,11.521,6.689,4.832,4.539,4.546,0.616,3.564,9.0,11.538,88.4
3.058,1,SUSTAIN,11.873,1.463,-2.249,4.034,5.336,0.318,0.322,11.516,-0.753,11.521,6.689,4.832,4.539,4.546,0.616,3.564,9.0,11.538,88.4
3.0797,1,SUSTAIN,12.004,1.636,-2.238,3.792,5.529,0.239,-0.01,11.518,-0.785,11.518,6.704,4.814,4.364,4.372,0.5871,3.55,9.0,11.538,90.05
