t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
8.5708,3,SUSTAIN,50.613,10.607,-3.147,8.295,2.309,-0.609,4.883,10.453,0.442,11.537,8.61,2.927,10.367,10.368,1.5178,4.619,9.0,11.538,64.96
8.5923,3,SUSTAIN,50.868,10.691,-3.16,7.969,2.635,-0.512,4.681,10.545,0.479,11.537,8.393,3.144,10.185,10.186,1.4986,4.552,9.0,11.538,66.06
8.6148,3,SUSTAIN,50.868,10.691,-3.16,7.969,2.635,-0.512,4.681,10.545,0.479,11.537,8.393,3.144,10.185,10.186,1.4986,4.552,9.0,11.538,66.06
8.6365,3,SUSTAIN,51.112,10.785,-3.167,7.621,2.958,-0.364,4.485,10.63,0.502,11.537,8.175,3.362,10.001,10.002,1.4801,4.486,9.0,11.538,67.13
8.6582,3,SUSTAIN,51.112,10.785,-3.167,7.621,2.958,-0.364,4.485,10.63,0.502,11.537,8.175,3.362,10.001,10.002,1.4801,4.486,9.0,11.538,67.13
8.6793,3,SUSTAIN,51.403,10.917,-3.172,7.198,3.35,-0.185,4.248,10.726,0.516,11.537,7.94,3.597,9.77,9.771,1.4579,4.413,9.0,11.538,68.4
8.7018,3,SUSTAIN,51.403,10.917,-3.172,7.198,3.35,-0.185,4.248,10.726,0.516,11.537,7.94,3.597,9.77,9.771,1.4579,4.413,9.0,11.538,68.4
8.7242,3,SUSTAIN,51.623,11.034,-3.17,6.862,3.679,-0.061,4.066,10.796,0.511,11.537,7.786,3.75,9.581,9.583,1.4411,4.364,9.0,11.538,69.36
8.7458,3,SUSTAIN,51.83,11.162,-3.162,6.527,4.009,0.072,3.895,10.859,0.487,11.537,7.66,3.877,9.389,9.391,1.4252,4.322,9.0,11.538,70.27
8.7682,3,SUSTAIN,51.83,11.162,-3.162,6.527,4.009,0.072,3.895,10.859,0.487,11.537,7.66,3.877,9.389,9.391,1.4252,4.322,9.0,11.538,70.27
8.789,3,SUSTAIN,51.83,11.162,-3.162,6.527,4.009,0.072,3.895,10.859,0.487,11.537,7.66,3.877,9.389,9.391,1.4252,4.322,9.0,11.538,70.27
8.8103,3,SUSTAIN,52.027,11.301,-3.151,6.202,4.371,0.19,3.731,10.917,0.453,11.537,7.588,3.949,9.193,9.194,1.4101,4.295,9.0,11.538,71.13
8.8315,3,SUSTAIN,52.215,11.451,-3.137,5.883,4.694,0.302,3.574,10.97,0.41,11.537,7.526,4.011,8.992,8.993,1.3958,4.27,9.0,11.538,71.96
8.8541,3,SUSTAIN,52.215,11.451,-3.137,5.883,4.694,0.302,3.574,10.97,0.41,11.537,7.526,4.011,8.992,8.993,1.3958,4.27,9.0,11.538,71.96
8.8748,3,SUSTAIN,52.392,11.611,-3.119,5.573,5.026,0.395,3.425,11.017,0.357,11.537,7.505,4.033,8.785,8.786,1.3822,4.256,9.0,11.538,72.73
8.8964,3,SUSTAIN,52.392,11.611,-3.119,5.573,5.026,0.395,3.425,11.017,0.357,11.537,7.505,4.033,8.785,8.786,1.3822,4.256,9.0,11.538,72.73
8.9182,3,SUSTAIN,52.598,11.826,-3.09,5.227,5.41,0.519,3.252,11.07,0.269,11.538,7.522,4.016,8.519,8.52,1.3666,4.251,9.0,11.538,73.63
8.9398,3,SUSTAIN,52.598,11.826,-3.09,5.227,5.41,0.519,3.252,11.07,0.269,11.538,7.522,4.016,8.519,8.52,1.3666,4.251,9.0,11.538,73.63
8.9619,3,SUSTAIN,52.754,12.009,-3.064,4.913,5.736,0.611,3.123,11.108,0.191,11.538,7.553,3.985,8.3,8.301,1.3549,4.251,9.0,11.538,74.3
8.9838,3,SUSTAIN,52.754,12.009,-3.064,4.913,5.736,0.611,3.123,11.108,0.191,11.538,7.553,3.985,8.3,8.301,1.3549,4.251,9.0,11.538,74.3
9.0063,3,SUSTAIN,52.9,12.202,-3.036,4.633,6.04,0.7,3.001,11.141,0.107,11.538,7.613,3.926,8.076,8.076,1.3439,4.259,9.0,11.538,74.93
9.0287,3,SUSTAIN,52.9,12.202,-3.036,4.633,6.04,0.7,3.001,11.141,0.107,11.538,7.613,3.926,8.076,8.076,1.3439,4.259,9.0,11.538,74.93
9.0512,3,SUSTAIN,53.036,12.405,-3.004,4.358,6.347,0.766,2.889,11.171,0.011,11.538,7.699,3.84,7.845,7.845,1.3339,4.274,9.0,11.538,75.5
9.0733,3,SUSTAIN,53.163,12.617,-2.969,4.109,6.635,0.797,2.786,11.197,-0.093,11.538,7.804,3.734,7.608,7.608,1.3247,4.294,9.0,11.538,76.03
9.0957,3,SUSTAIN,53.163,12.617,-2.969,4.109,6.635,0.797,2.786,11.197,-0.093,11.538,7.804,3.734,7.608,7.608,1.3247,4.294,9.0,11.538,76.03
9.117,3,SUSTAIN,53.282,12.839,-2.934,3.858,6.95,0.815,2.691,11.22,-0.198,11.538,7.949,3.589,7.364,7.365,1.3163,4.325,9.0,11.538,76.51
9.1395,3,SUSTAIN,53.282,12.839,-2.934,3.858,6.95,0.815,2.691,11.22,-0.198,11.538,7.949,3.589,7.364,7.365,1.3163,4.325,9.0,11.538,76.51
9.1613,3,SUSTAIN,53.421,13.129,-2.891,3.546,7.327,0.807,2.583,11.244,-0.327,11.537,8.14,3.397,7.05,7.051,1.3067,4.367,9.0,11.538,77.06
9.1832,3,SUSTAIN,53.421,13.129,-2.891,3.546,7.327,0.807,2.583,11.244,-0.327,11.537,8.14,3.397,7.05,7.051,1.3067,4.367,9.0,11.538,77.06
9.2058,3,SUSTAIN,53.52,13.372,-2.854,3.322,7.622,0.78,2.514,11.259,-0.439,11.536,8.314,3.221,6.791,6.793,1.3005,4.407,9.0,11.538,77.41
9.2268,3,SUSTAIN,53.52,13.372,-2.854,3.322,7.622,0.78,2.514,11.259,-0.439,11.536,8.314,3.221,6.791,6.793,1.3005,4.407,9.0,11.538,77.41
9.2494,3,SUSTAIN,53.613,13.623,-2.818,3.128,7.876,0.753,2.451,11.271,-0.545,11.534,8.475,3.059,6.526,6.528,1.295,4.443,9.0,11.538,77.73
9.2712,3,SUSTAIN,53.613,13.623,-2.818,3.128,7.876,0.753,2.451,11.271,-0.545,11.534,8.475,3.059,6.526,6.528,1.295,4.443,9.0,11.538,77.73
9.2937,3,SUSTAIN,53.7,13.882,-2.784,2.931,8.079,0.739,2.396,11.28,-0.647,11.532,8.595,2.937,6.255,6.258,1.2901,4.47,9.0,11.538,78.01
9.315,3,SHORT,53.782,14.146,-2.751,2.764,8.295,0.693,2.351,11.298,-0.748,11.54,8.743,2.797,5.979,5.984,1.286,4.505,7.922,11.55,78.24
9.3375,3,SHORT,53.782,14.146,-2.751,2.764,8.295,0.693,2.351,11.298,-0.748,11.54,8.743,2.797,5.979,5.984,1.286,4.505,7.922,11.55,78.24
9.3598,3,SHORT,53.855,14.418,-2.716,2.59,8.468,0.654,2.318,11.304,-0.852,11.539,8.855,2.684,5.699,5.706,1.2831,4.531,7.926,11.553,78.41
9.3822,3,SHORT,53.855,14.418,-2.716,2.59,8.468,0.654,2.318,11.304,-0.852,11.539,8.855,2.684,5.699,5.706,1.2831,4.531,7.926,11.553,78.41
9.4037,3,SHORT,53.942,14.763,-2.676,2.444,8.644,0.581,2.284,11.307,-0.972,11.535,8.983,2.553,5.343,5.353,1.2802,4.561,7.931,11.557,78.58
9.4261,3,SHORT,53.942,14.763,-2.676,2.444,8.644,0.581,2.284,11.307,-0.972,11.535,8.983,2.553,5.343,5.353,1.2802,4.561,7.931,11.557,78.58
9.4487,3,SHORT,54.008,15.043,-2.648,2.342,8.753,0.525,2.262,11.307,-1.057,11.531,9.061,2.47,5.055,5.067,1.2783,4.579,7.934,11.559,78.69
9.4711,3,SHORT,54.008,15.043,-2.648,2.342,8.753,0.525,2.262,11.307,-1.057,11.531,9.061,2.47,5.055,5.067,1.2783,4.579,7.934,11.559,78.69
9.4936,3,SHORT,54.072,15.326,-2.62,2.253,8.849,0.463,2.245,11.303,-1.139,11.524,9.131,2.392,4.765,4.78,1.2769,4.596,7.936,11.56,78.77
9.516,3,SHORT,54.072,15.326,-2.62,2.253,8.849,0.463,2.245,11.303,-1.139,11.524,9.131,2.392,4.765,4.78,1.2769,4.596,7.936,11.56,78.77
9.5385,3,TURN,54.131,15.612,-2.593,2.168,8.954,0.373,1.865,11.18,-1.221,11.334,9.212,2.122,4.473,4.492,1.2764,4.616,7.721,11.246,80.53
9.5591,3,TURN,54.188,15.9,-2.569,2.099,9.022,0.291,1.066,11.094,-1.293,11.145,9.263,1.882,4.179,4.202,1.2764,4.628,7.267,10.585,84.51
9.5799,3,TURN,54.188,15.9,-2.569,2.099,9.022,0.291,1.048,10.916,-1.293,10.966,9.263,1.703,4.179,4.202,1.2764,4.628,7.267,10.585,84.51
9.601,3,TURN,54.243,16.19,-2.549,2.011,9.091,0.195,0.219,10.775,-1.352,10.778,9.31,1.467,3.884,3.91,1.2769,4.641,6.842,9.967,88.83
9.6234,3,TURN,54.243,16.19,-2.549,2.011,9.091,0.195,0.216,10.596,-1.352,10.599,9.31,1.288,3.884,3.91,1.2769,4.641,6.842,9.967,88.83
9.6446,3,TURN,54.308,16.555,-2.526,1.926,9.105,0.104,-0.811,10.375,-1.423,10.407,9.306,1.101,3.514,3.546,1.279,4.641,6.391,9.311,94.47
9.667,3,TURN,54.308,16.555,-2.526,1.926,9.105,0.104,-0.797,10.197,-1.423,10.228,9.306,0.922,3.514,3.546,1.279,4.641,6.391,9.311,94.47
9.6889,3,TURN,54.357,16.846,-2.508,1.881,9.101,0.037,-1.618,9.909,-1.476,10.04,9.293,0.747,3.219,3.256,1.2819,4.639,6.097,8.885,99.27
9.7116,3,TURN,54.357,16.846,-2.508,1.881,9.101,0.037,-1.589,9.733,-1.476,9.861,9.293,0.568,3.219,3.256,1.2819,4.639,6.097,8.885,99.27
9.7329,3,TURN,54.406,17.137,-2.495,1.86,9.079,-0.042,-2.391,9.375,-1.516,9.675,9.268,0.407,2.924,2.967,1.2853,4.635,5.876,8.567,104.31
9.7546,3,TURN,54.406,17.137,-2.495,1.86,9.079,-0.042,-2.347,9.202,-1.516,9.497,9.268,0.229,2.924,2.967,1.2853,4.635,5.876,8.567,104.31
9.7765,3,TURN,54.454,17.427,-2.484,1.729,9.039,-0.099,-3.096,8.782,-1.547,9.312,9.203,0.109,2.631,2.681,1.2901,4.622,5.734,8.365,109.42
9.7989,3,TURN,54.454,17.427,-2.484,1.729,9.039,-0.099,-3.037,8.614,-1.547,9.134,9.203,-0.069,2.631,2.681,1.2901,4.622,5.734,8.365,109.42
9.8214,4,SUSTAIN,54.495,17.715,-2.473,1.626,8.999,-0.198,-7.712,5.472,-1.58,9.456,9.144,0.312,17.773,17.781,0.6171,4.179,9.0,11.538,144.64
9.8433,4,SUSTAIN,54.533,18.002,-2.466,1.508,8.964,-0.353,-7.988,5.496,-1.602,9.696,9.09,0.606,17.64,17.648,0.6026,4.156,9.0,11.538,145.47
9.865,4,SUSTAIN,54.533,18.002,-2.466,1.508,8.964,-0.353,-8.186,5.632,-1.602,9.936,9.09,0.845,17.64,17.648,0.6026,4.156,9.0,11.538,145.47
9.8875,4,SUSTAIN,54.575,18.359,-2.466,1.31,8.907,-0.585,-8.487,5.614,-1.601,10.176,9.003,1.172,17.475,17.483,0.5844,4.123,9.0,11.538,146.52
9.9099,4,SUSTAIN,54.575,18.359,-2.466,1.31,8.907,-0.585,-8.687,5.746,-1.601,10.415,9.003,1.412,17.475,17.483,0.5844,4.123,9.0,11.538,146.52
9.9312,4,SUSTAIN,54.603,18.642,-2.473,1.126,8.797,-0.714,-8.971,5.749,-1.582,10.655,8.869,1.787,17.344,17.352,0.5699,4.08,9.0,11.538,147.35
9.9537,4,SUSTAIN,54.603,18.642,-2.473,1.126,8.797,-0.714,-9.173,5.879,-1.582,10.895,8.869,2.026,17.344,17.352,0.5699,4.08,9.0,11.538,147.35
9.9758,4,SUSTAIN,54.622,18.922,-2.48,0.886,8.662,-0.855,-9.46,5.874,-1.561,11.135,8.707,2.428,17.211,17.219,0.5556,4.031,9.0,11.538,148.16
9.9983,4,SUSTAIN,54.622,18.922,-2.48,0.886,8.662,-0.855,-9.664,6.0,-1.561,11.375,8.707,2.668,17.211,17.219,0.5556,4.031,9.0,11.538,148.16
10.0197,4,SUSTAIN,54.634,19.196,-2.492,0.629,8.486,-0.958,-9.883,5.945,-1.523,11.533,8.51,3.024,17.078,17.086,0.5416,3.972,9.0,11.538,148.97
10.0419,4,SUSTAIN,54.634,19.196,-2.492,0.629,8.486,-0.958,-9.883,5.945,-1.523,11.533,8.51,3.024,17.078,17.086,0.5416,3.972,9.0,11.538,148.97
10.0643,4,SUSTAIN,54.64,19.465,-2.51,0.388,8.289,-1.053,-9.964,5.809,-1.471,11.534,8.298,3.235,16.946,16.953,0.5278,3.911,9.0,11.538,149.76
10.0849,4,SUSTAIN,54.64,19.465,-2.51,0.388,8.289,-1.053,-9.964,5.809,-1.471,11.534,8.298,3.235,16.946,16.953,0.5278,3.911,9.0,11.538,149.76
10.1074,4,SUSTAIN,54.637,19.728,-2.53,0.141,8.074,-1.127,-10.041,5.675,-1.411,11.534,8.075,3.459,16.813,16.82,0.5144,3.846,9.0,11.538,150.53
10.1305,4,SUSTAIN,54.637,19.728,-2.53,0.141,8.074,-1.127,-10.041,5.675,-1.411,11.534,8.075,3.459,16.813,16.82,0.5144,3.846,9.0,11.538,150.53
10.1512,4,SUSTAIN,54.621,20.047,-2.554,-0.197,7.773,-1.189,-10.132,5.512,-1.339,11.534,7.776,3.758,16.644,16.65,0.4982,3.761,9.0,11.538,151.46
10.1726,4,SUSTAIN,54.598,20.293,-2.577,-0.509,7.518,-1.264,-10.201,5.385,-1.268,11.535,7.536,3.999,16.508,16.513,0.4857,3.693,9.0,11.538,152.17
10.1956,4,SUSTAIN,54.598,20.293,-2.577,-0.509,7.518,-1.264,-10.201,5.385,-1.268,11.535,7.536,3.999,16.508,16.513,0.4857,3.693,9.0,11.538,152.17
10.2171,4,SUSTAIN,54.567,20.531,-2.604,-0.799,7.259,-1.311,-10.265,5.263,-1.188,11.535,7.303,4.232,16.37,16.375,0.4738,3.627,9.0,11.538,152.86
10.2393,4,SUSTAIN,54.567,20.531,-2.604,-0.799,7.259,-1.311,-10.265,5.263,-1.188,11.535,7.303,4.232,16.37,16.375,0.4738,3.627,9.0,11.538,152.86
10.2602,4,SUSTAIN,54.526,20.762,-2.631,-1.118,7.002,-1.366,-10.325,5.145,-1.107,11.535,7.091,4.444,16.23,16.234,0.4623,3.567,9.0,11.538,153.51
10.2809,4,SUSTAIN,54.526,20.762,-2.631,-1.118,7.002,-1.366,-10.325,5.145,-1.107,11.535,7.091,4.444,16.23,16.234,0.4623,3.567,9.0,11.538,153.51
10.3036,4,SUSTAIN,54.475,20.985,-2.658,-1.435,6.741,-1.378,-10.381,5.031,-1.026,11.536,6.892,4.644,16.085,16.089,0.4513,3.51,9.0,11.538,154.14
10.3245,4,SUSTAIN,54.415,21.2,-2.686,-1.763,6.479,-1.374,-10.434,4.922,-0.941,11.536,6.715,4.822,15.939,15.942,0.4408,3.459,9.0,11.538,154.75
10.3468,4,SUSTAIN,54.415,21.2,-2.686,-1.763,6.479,-1.374,-10.434,4.922,-0.941,11.536,6.715,4.822,15.939,15.942,0.4408,3.459,9.0,11.538,154.75
10.3674,4,SUSTAIN,54.326,21.456,-2.723,-2.137,6.181,-1.361,-10.494,4.793,-0.831,11.537,6.54,4.997,15.75,15.752,0.4284,3.408,9.0,11.538,155.45
10.3899,4,SUSTAIN,54.326,21.456,-2.723,-2.137,6.181,-1.361,-10.494,4.793,-0.831,11.537,6.54,4.997,15.75,15.752,0.4284,3.408,9.0,11.538,155.45
10.4125,4,SUSTAIN,54.245,21.655,-2.749,-2.419,5.949,-1.349,-10.539,4.694,-0.753,11.537,6.423,5.114,15.594,15.596,0.419,3.372,9.0,11.538,155.99
10.4337,4,SUSTAIN,54.245,21.655,-2.749,-2.419,5.949,-1.349,-10.539,4.694,-0.753,11.537,6.423,5.114,15.594,15.596,0.419,3.372,9.0,11.538,155.99
10.4553,4,SUSTAIN,54.154,21.847,-2.776,-2.761,5.704,-1.337,-10.581,4.6,-0.671,11.537,6.337,5.2,15.434,15.436,0.4101,3.345,9.0,11.538,156.5
10.4768,4,SUSTAIN,54.154,21.847,-2.776,-2.761,5.704,-1.337,-10.581,4.6,-0.671,11.537,6.337,5.2,15.434,15.436,0.4101,3.345,9.0,11.538,156.5
10.4994,4,SUSTAIN,54.053,22.029,-2.804,-3.083,5.462,-1.29,-10.619,4.511,-0.587,11.538,6.272,5.265,15.269,15.27,0.4017,3.324,9.0,11.538,156.98
10.5202,4,SUSTAIN,54.053,22.029,-2.804,-3.083,5.462,-1.29,-10.619,4.511,-0.587,11.538,6.272,5.265,15.269,15.27,0.4017,3.324,9.0,11.538,156.98
10.5415,4,SUSTAIN,53.943,22.205,-2.832,-3.378,5.251,-1.257,-10.654,4.428,-0.504,11.538,6.244,5.294,15.1,15.101,0.3939,3.312,9.0,11.538,157.43
10.5621,4,SUSTAIN,53.825,22.376,-2.856,-3.692,5.033,-1.201,-10.687,4.348,-0.431,11.538,6.242,5.296,14.925,14.926,0.3864,3.306,9.0,11.538,157.86
10.5832,4,SUSTAIN,53.825,22.376,-2.856,-3.692,5.033,-1.201,-10.687,4.348,-0.431,11.538,6.242,5.296,14.925,14.926,0.3864,3.306,9.0,11.538,157.86
10.6041,4,SUSTAIN,53.663,22.579,-2.886,-4.092,4.766,-1.116,-10.725,4.255,-0.343,11.538,6.282,5.256,14.699,14.7,0.3777,3.311,9.0,11.538,158.36
10.6266,4,SUSTAIN,53.663,22.579,-2.886,-4.092,4.766,-1.116,-10.725,4.255,-0.343,11.538,6.282,5.256,14.699,14.7,0.3777,3.311,9.0,11.538,158.36
10.6481,4,SUSTAIN,53.524,22.734,-2.909,-4.371,4.577,-1.062,-10.752,4.186,-0.274,11.538,6.329,5.209,14.513,14.513,0.3713,3.319,9.0,11.538,158.73
10.6705,4,SUSTAIN,53.524,22.734,-2.909,-4.371,4.577,-1.062,-10.752,4.186,-0.274,11.538,6.329,5.209,14.513,14.513,0.3713,3.319,9.0,11.538,158.73
10.6912,4,SUSTAIN,53.376,22.884,-2.93,-4.677,4.382,-0.992,-10.777,4.122,-0.209,11.538,6.409,5.129,14.321,14.321,0.3653,3.335,9.0,11.538,159.07
10.7138,4,SUSTAIN,53.376,22.884,-2.93,-4.677,4.382,-0.992,-10.777,4.122,-0.209,11.538,6.409,5.129,14.321,14.321,0.3653,3.335,9.0,11.538,159.07
10.7352,4,SUSTAIN,53.219,23.029,-2.95,-4.949,4.212,-0.945,-10.8,4.061,-0.15,11.538,6.499,5.04,14.123,14.123,0.3597,3.354,9.0,11.538,159.39
10.7574,4,SUSTAIN,53.219,23.029,-2.95,-4.949,4.212,-0.945,-10.8,4.061,-0.15,11.538,6.499,5.04,14.123,14.123,0.3597,3.354,9.0,11.538,159.39
10.7798,4,SUSTAIN,53.054,23.168,-2.968,-5.235,4.045,-0.868,-10.821,4.005,-0.095,11.538,6.616,4.923,13.919,13.919,0.3545,3.38,9.0,11.538,159.69
10.8015,4,SUSTAIN,53.054,23.168,-2.968,-5.235,4.045,-0.868,-10.821,4.005,-0.095,11.538,6.616,4.923,13.919,13.919,0.3545,3.38,9.0,11.538,159.69
10.824,4,SUSTAIN,52.88,23.302,-2.986,-5.507,3.905,-0.821,-10.84,3.954,-0.042,11.538,6.751,4.787,13.71,13.71,0.3498,3.411,9.0,11.538,159.96
10.8465,4,SUSTAIN,52.88,23.302,-2.986,-5.507,3.905,-0.821,-10.84,3.954,-0.042,11.538,6.751,4.787,13.71,13.71,0.3498,3.411,9.0,11.538,159.96
10.8696,4,SUSTAIN,52.65,23.463,-3.005,-5.86,3.689,-0.687,-10.861,3.895,0.014,11.538,6.925,4.614,13.439,13.439,0.3443,3.45,9.0,11.538,160.27
10.8916,4,SUSTAIN,52.457,23.588,-3.016,-6.118,3.553,-0.587,-10.876,3.852,0.049,11.538,7.075,4.463,13.215,13.215,0.3404,3.485,9.0,11.538,160.5
10.9176,4,SUSTAIN,52.457,23.588,-3.016,-6.118,3.553,-0.587,-10.876,3.852,0.049,11.538,7.075,4.463,13.215,13.215,0.3404,3.485,9.0,11.538,160.5
10.9512,4,SUSTAIN,52.255,23.707,-3.026,-6.398,3.443,-0.506,-10.89,3.814,0.079,11.538,7.266,4.273,12.985,12.985,0.3369,3.531,9.0,11.538,160.7
10.9738,4,SUSTAIN,52.255,23.707,-3.026,-6.398,3.443,-0.506,-10.89,3.814,0.079,11.538,7.266,4.273,12.985,12.985,0.3369,3.531,9.0,11.538,160.7
10.9964,4,SUSTAIN,52.045,23.823,-3.034,-6.696,3.33,-0.418,-10.901,3.781,0.102,11.538,7.479,4.06,12.749,12.749,0.3338,3.582,9.0,11.538,160.87
11.017,4,SUSTAIN,51.826,23.936,-3.039,-6.938,3.221,-0.308,-10.912,3.749,0.116,11.538,7.65,3.889,12.505,12.505,0.331,3.623,9.0,11.538,161.04
11.0395,4,SUSTAIN,51.826,23.936,-3.039,-6.938,3.221,-0.308,-10.912,3.749,0.116,11.538,7.65,3.889,12.505,12.505,0.331,3.623,9.0,11.538,161.04
11.06,4,SUSTAIN,51.6,24.047,-3.041,-7.233,3.145,-0.252,-10.922,3.722,0.124,11.538,7.888,3.651,12.255,12.255,0.3284,3.681,9.0,11.538,161.18
11.0824,4,SUSTAIN,51.6,24.047,-3.041,-7.233,3.145,-0.252,-10.922,3.722,0.124,11.538,7.888,3.651,12.255,12.255,0.3284,3.681,9.0,11.538,161.18
11.1037,4,SUSTAIN,51.303,24.18,-3.043,-7.614,3.031,-0.175,-10.931,3.694,0.129,11.538,8.196,3.343,11.931,11.931,0.3259,3.756,9.0,11.538,161.33
11.1261,4,SUSTAIN,51.303,24.18,-3.043,-7.614,3.031,-0.175,-10.931,3.694,0.129,11.538,8.196,3.343,11.931,11.931,0.3259,3.756,9.0,11.538,161.33
11.1484,4,SUSTAIN,51.056,24.284,-3.043,-7.902,2.988,-0.117,-10.937,3.676,0.128,11.538,8.448,3.091,11.663,11.663,0.3242,3.818,9.0,11.538,161.42
11.1708,4,SUSTAIN,51.056,24.284,-3.043,-7.902,2.988,-0.117,-10.937,3.676,0.128,11.538,8.448,3.091,11.663,11.663,0.3242,3.818,9.0,11.538,161.42
11.1918,4,SUSTAIN,50.799,24.389,-3.042,-8.181,2.966,-0.083,-10.943,3.659,0.125,11.538,8.702,2.837,11.387,11.387,0.3227,3.881,9.0,11.538,161.51
11.2142,4,SUSTAIN,50.799,24.389,-3.042,-8.181,2.966,-0.083,-10.943,3.659,0.125,11.538,8.702,2.837,11.387,11.387,0.3227,3.881,9.0,11.538,161.51
11.2361,4,SUSTAIN,50.534,24.492,-3.04,-8.425,2.94,-0.031,-10.947,3.646,0.12,11.538,8.923,2.615,11.103,11.103,0.3215,3.936,9.0,11.538,161.58
11.2585,4,SUSTAIN,50.534,24.492,-3.04,-8.425,2.94,-0.031,-10.947,3.646,0.12,11.538,8.923,2.615,11.103,11.103,0.3215,3.936,9.0,11.538,161.58
11.2811,4,SUSTAIN,50.262,24.594,-3.037,-8.65,2.933,0.015,-10.951,3.635,0.112,11.538,9.134,2.405,10.812,10.812,0.3205,3.987,9.0,11.538,161.64
11.3022,4,SUSTAIN,49.983,24.696,-3.034,-8.839,2.92,0.059,-10.954,3.626,0.101,11.538,9.309,2.229,10.516,10.516,0.3196,4.031,9.0,11.538,161.69
11.3246,4,SUSTAIN,49.983,24.696,-3.034,-8.839,2.92,0.059,-10.954,3.626,0.101,11.538,9.309,2.229,10.516,10.516,0.3196,4.031,9.0,11.538,161.69
11.3455,4,SUSTAIN,49.626,24.823,-3.028,-9.075,2.902,0.119,-10.957,3.616,0.083,11.538,9.528,2.01,10.137,10.137,0.3188,4.085,9.0,11.538,161.74
11.3679,4,SUSTAIN,49.626,24.823,-3.028,-9.075,2.902,0.119,-10.957,3.616,0.083,11.538,9.528,2.01,10.137,10.137,0.3188,4.085,9.0,11.538,161.74
11.3895,4,SUSTAIN,49.335,24.925,-3.022,-9.207,2.904,0.163,-10.959,3.61,0.066,11.538,9.654,1.884,9.828,9.828,0.3182,4.116,9.0,11.538,161.77
11.412,4,SUSTAIN,49.335,24.925,-3.022,-9.207,2.904,0.163,-10.959,3.61,0.066,11.538,9.654,1.884,9.828,9.828,0.3182,4.116,9.0,11.538,161.77
11.4331,4,SUSTAIN,49.04,25.025,-3.016,-9.305,2.92,0.196,-10.96,3.607,0.047,11.538,9.752,1.786,9.517,9.517,0.3179,4.14,9.0,11.538,161.79
11.4557,4,SUSTAIN,49.04,25.025,-3.016,-9.305,2.92,0.196,-10.96,3.607,0.047,11.538,9.752,1.786,9.517,9.517,0.3179,4.14,9.0,11.538,161.79
11.478,4,SUSTAIN,48.742,25.126,-3.009,-9.398,2.905,0.229,-10.961,3.603,0.026,11.538,9.836,1.702,9.202,9.202,0.3176,4.161,9.0,11.538,161.8
11.5006,4,SUSTAIN,48.742,25.126,-3.009,-9.398,2.905,0.229,-10.961,3.603,0.026,11.538,9.836,1.702,9.202,9.202,0.3176,4.161,9.0,11.538,161.8
11.5213,4,SUSTAIN,48.442,25.228,-3.001,-9.489,2.931,0.239,-10.963,3.6,0.004,11.538,9.932,1.607,8.886,8.886,0.3173,4.185,9.0,11.538,161.82
11.5418,4,SUSTAIN,48.139,25.33,-2.994,-9.546,2.979,0.235,-10.964,3.596,-0.017,11.538,10.0,1.539,8.566,8.566,0.317,4.202,9.0,11.538,161.84
11.5642,4,SUSTAIN,48.139,25.33,-2.994,-9.546,2.979,0.235,-10.964,3.596,-0.017,11.538,10.0,1.539,8.566,8.566,0.317,4.202,9.0,11.538,161.84
11.5856,4,SUSTAIN,47.759,25.458,-2.986,-9.587,2.981,0.228,-10.965,3.592,-0.043,11.538,10.04,1.498,8.165,8.165,0.3166,4.212,9.0,11.538,161.86
11.608,4,SUSTAIN,47.759,25.458,-2.986,-9.587,2.981,0.228,-10.965,3.592,-0.043,11.538,10.04,1.498,8.165,8.165,0.3166,4.212,9.0,11.538,161.86
11.6293,4,SUSTAIN,47.454,25.563,-2.98,-9.594,3.027,0.213,-10.967,3.585,-0.061,11.538,10.06,1.478,7.842,7.842,0.3159,4.216,9.0,11.538,161.9
11.6518,4,SUSTAIN,47.454,25.563,-2.98,-9.594,3.027,0.213,-10.967,3.585,-0.061,11.538,10.06,1.478,7.842,7.842,0.3159,4.216,9.0,11.538,161.9
11.6733,4,SUSTAIN,47.149,25.669,-2.974,-9.607,3.058,0.187,-10.97,3.576,-0.077,11.538,10.082,1.456,7.519,7.519,0.3151,4.221,9.0,11.538,161.94
11.6958,4,SUSTAIN,47.149,25.669,-2.974,-9.607,3.058,0.187,-10.97,3.576,-0.077,11.538,10.082,1.456,7.519,7.519,0.3151,4.221,9.0,11.538,161.94
11.7184,4,SUSTAIN,46.768,25.803,-2.969,-9.594,3.136,0.141,-10.975,3.563,-0.093,11.538,10.094,1.445,7.116,7.116,0.3139,4.223,9.0,11.538,162.02
11.7408,4,SUSTAIN,46.768,25.803,-2.969,-9.594,3.136,0.141,-10.975,3.563,-0.093,11.538,10.094,1.445,7.116,7.116,0.3139,4.223,9.0,11.538,162.02
11.7633,4,SUSTAIN,46.539,25.884,-2.967,-9.589,3.14,0.104,-10.978,3.553,-0.099,11.538,10.09,1.449,6.873,6.873,0.313,4.222,9.0,11.538,162.07
