t,leg_idx,phase,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,cmd_vn,cmd_ve,cmd_vd,cmd_spd,ach_spd,err_spd,dxy_to_gate,dist_to_gate,turn_angle_rad,blend_radius,desired_pre_ceiling,cmd_pre_smooth,yaw_cmd_deg
5.3285,1,SUSTAIN,26.627,4.195,-2.86,8.432,6.273,0.548,9.482,6.574,-0.42,11.537,10.509,1.028,10.188,10.189,0.6062,4.513,9.0,11.538,34.73
5.3497,1,SUSTAIN,26.627,4.195,-2.86,8.432,6.273,0.548,9.482,6.574,-0.42,11.537,10.509,1.028,10.188,10.189,0.6062,4.513,9.0,11.538,34.73
5.3748,1,SUSTAIN,26.627,4.195,-2.86,8.432,6.273,0.548,9.482,6.574,-0.42,11.537,10.509,1.028,10.188,10.189,0.6062,4.513,9.0,11.538,34.73
5.3978,1,SUSTAIN,26.895,4.393,-2.839,8.548,6.207,0.467,9.488,6.564,-0.482,11.537,10.564,0.973,9.855,9.856,0.6052,4.526,9.0,11.538,34.68
5.4197,1,SUSTAIN,27.166,4.59,-2.822,8.639,6.121,0.396,9.492,6.556,-0.535,11.536,10.588,0.949,9.52,9.522,0.6044,4.532,9.0,11.538,34.63
5.4405,1,SUSTAIN,27.166,4.59,-2.822,8.639,6.121,0.396,9.492,6.556,-0.535,11.536,10.588,0.949,9.52,9.522,0.6044,4.532,9.0,11.538,34.63
5.4625,1,SUSTAIN,27.509,4.831,-2.803,8.706,6.02,0.301,9.495,6.551,-0.59,11.536,10.585,0.951,9.101,9.104,0.604,4.531,9.0,11.538,34.6
5.4851,1,SUSTAIN,27.509,4.831,-2.803,8.706,6.02,0.301,9.495,6.551,-0.59,11.536,10.585,0.951,9.101,9.104,0.604,4.531,9.0,11.538,34.6
5.5064,1,SUSTAIN,27.785,5.021,-2.79,8.754,5.94,0.217,9.494,6.551,-0.63,11.535,10.579,0.956,8.766,8.769,0.604,4.529,9.0,11.538,34.61
5.529,1,SUSTAIN,27.785,5.021,-2.79,8.754,5.94,0.217,9.494,6.551,-0.63,11.535,10.579,0.956,8.766,8.769,0.604,4.529,9.0,11.538,34.61
5.5515,1,SUSTAIN,28.062,5.209,-2.78,8.792,5.843,0.133,9.492,6.554,-0.659,11.535,10.556,0.979,8.432,8.435,0.6043,4.524,9.0,11.538,34.62
5.574,1,SUSTAIN,28.062,5.209,-2.78,8.792,5.843,0.133,9.492,6.554,-0.659,11.535,10.556,0.979,8.432,8.435,0.6043,4.524,9.0,11.538,34.62
5.5966,1,SUSTAIN,28.34,5.394,-2.774,8.823,5.756,0.031,9.486,6.561,-0.679,11.534,10.535,0.999,8.098,8.101,0.6051,4.519,9.0,11.538,34.67
5.6171,1,SUSTAIN,28.619,5.576,-2.771,8.795,5.715,-0.078,9.479,6.571,-0.688,11.533,10.489,1.045,7.765,7.768,0.6062,4.508,9.0,11.538,34.73
5.6395,1,SUSTAIN,28.619,5.576,-2.771,8.795,5.715,-0.078,9.479,6.571,-0.688,11.533,10.489,1.045,7.765,7.768,0.6062,4.508,9.0,11.538,34.73
5.6614,1,SUSTAIN,28.895,5.758,-2.769,8.764,5.687,-0.186,9.471,6.581,-0.693,11.533,10.447,1.085,7.434,7.437,0.6072,4.498,9.0,11.538,34.79
5.6823,1,SUSTAIN,28.895,5.758,-2.769,8.764,5.687,-0.186,9.471,6.581,-0.693,11.533,10.447,1.085,7.434,7.437,0.6072,4.498,9.0,11.538,34.79
5.704,1,SUSTAIN,29.24,5.985,-2.773,8.732,5.671,-0.334,9.461,6.594,-0.68,11.532,10.412,1.121,7.021,7.025,0.6087,4.49,9.0,11.538,34.88
5.7264,1,SUSTAIN,29.24,5.985,-2.773,8.732,5.671,-0.334,9.461,6.594,-0.68,11.532,10.412,1.121,7.021,7.025,0.6087,4.49,9.0,11.538,34.88
5.7488,1,SUSTAIN,29.516,6.166,-2.781,8.715,5.638,-0.417,9.452,6.607,-0.658,11.532,10.38,1.152,6.692,6.695,0.6101,4.483,9.0,11.538,34.96
5.7707,1,SUSTAIN,29.516,6.166,-2.781,8.715,5.638,-0.417,9.452,6.607,-0.658,11.532,10.38,1.152,6.692,6.695,0.6101,4.483,9.0,11.538,34.96
5.7926,1,SUSTAIN,29.79,6.347,-2.791,8.674,5.644,-0.512,9.442,6.621,-0.628,11.532,10.349,1.183,6.363,6.367,0.6115,4.476,9.0,11.538,35.04
5.816,1,SUSTAIN,29.79,6.347,-2.791,8.674,5.644,-0.512,9.442,6.621,-0.628,11.532,10.349,1.183,6.363,6.367,0.6115,4.476,9.0,11.538,35.04
5.8436,1,SUSTAIN,30.131,6.574,-2.804,8.611,5.657,-0.579,9.431,6.636,-0.588,11.532,10.302,1.23,5.954,5.957,0.6132,4.466,9.0,11.538,35.13
5.8667,1,SUSTAIN,30.334,6.71,-2.814,8.556,5.662,-0.605,9.425,6.645,-0.559,11.532,10.26,1.273,5.709,5.712,0.6141,4.456,9.0,11.538,35.18
5.8893,1,SUSTAIN,30.334,6.71,-2.814,8.556,5.662,-0.605,9.425,6.645,-0.559,11.532,10.26,1.273,5.709,5.712,0.6141,4.456,9.0,11.538,35.18
5.9119,1,SUSTAIN,30.602,6.893,-2.828,8.475,5.699,-0.642,9.419,6.655,-0.515,11.533,10.213,1.32,5.385,5.388,0.6151,4.445,9.0,11.538,35.24
5.934,1,SUSTAIN,30.602,6.893,-2.828,8.475,5.699,-0.642,9.419,6.655,-0.515,11.533,10.213,1.32,5.385,5.388,0.6151,4.445,9.0,11.538,35.24
5.956,1,SUSTAIN,30.935,7.124,-2.847,8.389,5.759,-0.703,9.415,6.661,-0.459,11.533,10.176,1.357,4.979,4.982,0.6157,4.436,9.0,11.538,35.28
5.9783,1,SUSTAIN,31.199,7.311,-2.863,8.31,5.78,-0.709,9.416,6.661,-0.412,11.533,10.122,1.411,4.656,4.658,0.6157,4.423,9.0,11.538,35.28
6.0007,1,SUSTAIN,31.199,7.311,-2.863,8.31,5.78,-0.709,9.416,6.661,-0.412,11.533,10.122,1.411,4.656,4.658,0.6157,4.423,9.0,11.538,35.28
6.0221,1,TURN,31.46,7.498,-2.879,8.238,5.798,-0.713,9.583,6.632,-0.362,11.654,10.073,1.581,4.335,4.336,0.6153,4.41,8.634,11.748,34.69
6.0451,1,TURN,31.46,7.498,-2.879,8.238,5.798,-0.713,9.656,6.683,-0.362,11.744,10.073,1.67,4.335,4.336,0.6153,4.41,8.634,11.748,34.69
6.069,1,TURN,31.46,7.498,-2.879,8.238,5.798,-0.713,9.656,6.683,-0.362,11.744,10.073,1.67,4.335,4.336,0.6153,4.41,8.634,11.748,34.69
6.0917,1,TURN,31.719,7.686,-2.896,8.134,5.857,-0.711,9.778,6.176,-0.311,11.565,10.023,1.542,4.015,4.016,0.6142,4.397,8.183,11.133,32.28
6.1152,1,TURN,31.719,7.686,-2.896,8.134,5.857,-0.711,9.626,6.08,-0.311,11.385,10.023,1.362,4.015,4.016,0.6142,4.397,8.183,11.133,32.28
6.1365,1,TURN,31.975,7.877,-2.911,8.08,5.877,-0.707,9.73,5.558,-0.266,11.206,9.991,1.215,3.696,3.697,0.612,4.387,7.756,10.549,29.74
6.1593,1,TURN,31.975,7.877,-2.911,8.08,5.877,-0.707,9.574,5.469,-0.266,11.026,9.991,1.035,3.696,3.697,0.612,4.387,7.756,10.549,29.74
6.1839,1,TURN,32.229,8.068,-2.927,8.038,5.891,-0.697,9.654,4.945,-0.22,10.846,9.965,0.881,3.378,3.379,0.609,4.379,7.377,10.031,27.12
6.2066,1,TURN,32.229,8.068,-2.927,8.038,5.891,-0.697,9.493,4.863,-0.22,10.666,9.965,0.701,3.378,3.379,0.609,4.379,7.377,10.031,27.12
6.2292,1,TURN,32.545,8.307,-2.946,7.982,5.912,-0.677,9.596,4.23,-0.162,10.487,9.933,0.554,2.982,2.983,0.6038,4.368,7.003,9.517,23.79
6.2505,1,TURN,32.545,8.307,-2.946,7.982,5.912,-0.677,9.431,4.158,-0.162,10.307,9.933,0.374,2.982,2.983,0.6038,4.368,7.003,9.517,23.79
6.2715,1,TURN,32.797,8.499,-2.96,7.946,5.908,-0.644,9.45,3.644,-0.119,10.128,9.902,0.226,2.666,2.666,0.5981,4.356,6.803,9.24,21.09
6.2921,2,SUSTAIN,33.047,8.691,-2.972,7.945,5.901,-0.631,10.337,0.798,-0.084,10.368,9.897,0.472,17.003,17.003,1.0301,4.63,9.0,11.538,4.42
6.3147,2,SUSTAIN,33.047,8.691,-2.972,7.945,5.901,-0.631,10.577,0.817,-0.084,10.608,9.897,0.712,17.003,17.003,1.0301,4.63,9.0,11.538,4.42
6.336,2,SUSTAIN,33.298,8.882,-2.984,7.987,5.844,-0.647,10.824,0.725,-0.047,10.848,9.897,0.951,16.739,16.739,1.0403,4.636,9.0,11.538,3.83
6.3584,2,SUSTAIN,33.298,8.882,-2.984,7.987,5.844,-0.647,11.063,0.741,-0.047,11.088,9.897,1.191,16.739,16.739,1.0403,4.636,9.0,11.538,3.83
6.3801,2,SUSTAIN,33.552,9.07,-2.998,8.066,5.754,-0.67,11.31,0.639,-0.006,11.328,9.908,1.42,16.475,16.475,1.0507,4.646,9.0,11.538,3.24
6.4015,2,SUSTAIN,33.552,9.07,-2.998,8.066,5.754,-0.67,11.52,0.651,-0.006,11.538,9.908,1.631,16.475,16.475,1.0507,4.646,9.0,11.538,3.24
6.424,2,SUSTAIN,33.808,9.255,-3.012,8.157,5.595,-0.695,11.526,0.531,0.037,11.538,9.891,1.647,16.209,16.209,1.0611,4.648,9.0,11.538,2.64
6.4466,2,SUSTAIN,33.808,9.255,-3.012,8.157,5.595,-0.695,11.526,0.531,0.037,11.538,9.891,1.647,16.209,16.209,1.0611,4.648,9.0,11.538,2.64
6.4681,2,SUSTAIN,34.132,9.478,-3.03,8.291,5.321,-0.747,11.532,0.38,0.09,11.538,9.852,1.687,15.876,15.876,1.0742,4.647,9.0,11.538,1.89
6.4893,2,SUSTAIN,34.132,9.478,-3.03,8.291,5.321,-0.747,11.532,0.38,0.09,11.538,9.852,1.687,15.876,15.876,1.0742,4.647,9.0,11.538,1.89
6.5104,2,SUSTAIN,34.396,9.647,-3.046,8.392,5.028,-0.774,11.535,0.261,0.139,11.538,9.783,1.756,15.608,15.608,1.0845,4.636,9.0,11.538,1.3
6.5322,2,SUSTAIN,34.396,9.647,-3.046,8.392,5.028,-0.774,11.535,0.261,0.139,11.538,9.783,1.756,15.608,15.608,1.0845,4.636,9.0,11.538,1.3
6.5545,2,SUSTAIN,34.663,9.805,-3.064,8.468,4.716,-0.774,11.537,0.147,0.191,11.538,9.692,1.846,15.338,15.339,1.0944,4.62,9.0,11.538,0.73
6.577,2,SUSTAIN,34.663,9.805,-3.064,8.468,4.716,-0.774,11.537,0.147,0.191,11.538,9.692,1.846,15.338,15.339,1.0944,4.62,9.0,11.538,0.73
6.5995,2,SUSTAIN,34.931,9.954,-3.079,8.494,4.398,-0.715,11.538,0.035,0.237,11.538,9.565,1.973,15.069,15.069,1.1041,4.594,9.0,11.538,0.17
6.6201,2,SUSTAIN,35.201,10.093,-3.092,8.531,4.036,-0.647,11.538,-0.072,0.277,11.538,9.438,2.101,14.799,14.8,1.1134,4.568,9.0,11.538,-0.36
6.6426,2,SUSTAIN,35.201,10.093,-3.092,8.531,4.036,-0.647,11.538,-0.072,0.277,11.538,9.438,2.101,14.799,14.8,1.1134,4.568,9.0,11.538,-0.36
6.6647,2,SUSTAIN,35.471,10.22,-3.104,8.54,3.673,-0.566,11.537,-0.174,0.311,11.538,9.296,2.242,14.53,14.531,1.1223,4.539,9.0,11.538,-0.87
6.6873,2,SUSTAIN,35.471,10.22,-3.104,8.54,3.673,-0.566,11.537,-0.174,0.311,11.538,9.296,2.242,14.53,14.531,1.1223,4.539,9.0,11.538,-0.87
6.7092,2,SUSTAIN,35.811,10.361,-3.115,8.58,3.188,-0.451,11.534,-0.293,0.345,11.538,9.153,2.385,14.194,14.194,1.1326,4.509,9.0,11.538,-1.46
6.7317,2,SUSTAIN,35.811,10.361,-3.115,8.58,3.188,-0.451,11.534,-0.293,0.345,11.538,9.153,2.385,14.194,14.194,1.1326,4.509,9.0,11.538,-1.46
6.7543,2,SUSTAIN,36.084,10.46,-3.119,8.591,2.792,-0.329,11.532,-0.381,0.357,11.538,9.033,2.505,13.924,13.924,1.1402,4.484,9.0,11.538,-1.89
6.7768,2,SUSTAIN,36.084,10.46,-3.119,8.591,2.792,-0.329,11.532,-0.381,0.357,11.538,9.033,2.505,13.924,13.924,1.1402,4.484,9.0,11.538,-1.89
6.7993,2,SUSTAIN,36.358,10.547,-3.12,8.599,2.396,-0.206,11.529,-0.462,0.36,11.538,8.927,2.611,13.653,13.654,1.1472,4.462,9.0,11.538,-2.3
6.8223,2,SUSTAIN,36.358,10.547,-3.12,8.599,2.396,-0.206,11.529,-0.462,0.36,11.538,8.927,2.611,13.653,13.654,1.1472,4.462,9.0,11.538,-2.3
6.8433,2,SUSTAIN,36.632,10.621,-3.118,8.649,2.026,-0.106,11.526,-0.536,0.355,11.538,8.883,2.655,13.382,13.383,1.1536,4.455,9.0,11.538,-2.66
6.8641,2,SUSTAIN,36.909,10.684,-3.114,8.698,1.67,0.001,11.522,-0.602,0.341,11.538,8.857,2.681,13.109,13.109,1.1594,4.452,9.0,11.538,-2.99
6.8867,2,SUSTAIN,36.909,10.684,-3.114,8.698,1.67,0.001,11.522,-0.602,0.341,11.538,8.857,2.681,13.109,13.109,1.1594,4.452,9.0,11.538,-2.99
6.9089,2,SUSTAIN,37.189,10.736,-3.106,8.747,1.327,0.109,11.519,-0.662,0.317,11.538,8.847,2.691,12.832,12.832,1.1645,4.453,9.0,11.538,-3.29
6.9345,2,SUSTAIN,37.189,10.736,-3.106,8.747,1.327,0.109,11.519,-0.662,0.317,11.538,8.847,2.691,12.832,12.832,1.1645,4.453,9.0,11.538,-3.29
6.9659,2,SUSTAIN,37.189,10.736,-3.106,8.747,1.327,0.109,11.519,-0.662,0.317,11.538,8.847,2.691,12.832,12.832,1.1645,4.453,9.0,11.538,-3.29
6.9875,2,SUSTAIN,37.542,10.785,-3.093,8.852,0.921,0.202,11.515,-0.726,0.279,11.538,8.9,2.638,12.482,12.483,1.1701,4.47,9.0,11.538,-3.61
7.01,2,SUSTAIN,37.828,10.814,-3.081,8.962,0.632,0.254,11.513,-0.77,0.243,11.538,8.984,2.554,12.199,12.199,1.1739,4.493,9.0,11.538,-3.82
7.0307,2,SUSTAIN,37.828,10.814,-3.081,8.962,0.632,0.254,11.513,-0.77,0.243,11.538,8.984,2.554,12.199,12.199,1.1739,4.493,9.0,11.538,-3.82
7.0526,2,SUSTAIN,38.118,10.833,-3.068,9.081,0.341,0.306,11.51,-0.807,0.203,11.538,9.088,2.451,11.911,11.911,1.1771,4.521,9.0,11.538,-4.01
7.0745,2,SUSTAIN,38.118,10.833,-3.068,9.081,0.341,0.306,11.51,-0.807,0.203,11.538,9.088,2.451,11.911,11.911,1.1771,4.521,9.0,11.538,-4.01
7.0969,2,SUSTAIN,38.414,10.843,-3.053,9.195,0.063,0.36,11.508,-0.837,0.159,11.538,9.196,2.343,11.617,11.617,1.1798,4.55,9.0,11.538,-4.16
7.118,2,SUSTAIN,38.414,10.843,-3.053,9.195,0.063,0.36,11.508,-0.837,0.159,11.538,9.196,2.343,11.617,11.617,1.1798,4.55,9.0,11.538,-4.16
7.1404,2,SUSTAIN,38.714,10.845,-3.038,9.366,-0.199,0.382,11.506,-0.861,0.113,11.538,9.368,2.17,11.317,11.317,1.1819,4.594,9.0,11.538,-4.28
7.1615,2,SUSTAIN,39.02,10.838,-3.022,9.525,-0.422,0.414,11.505,-0.878,0.065,11.538,9.535,2.004,11.012,11.012,1.1833,4.637,9.0,11.538,-4.37
7.1831,2,SUSTAIN,39.02,10.838,-3.022,9.525,-0.422,0.414,11.505,-0.878,0.065,11.538,9.535,2.004,11.012,11.012,1.1833,4.637,9.0,11.538,-4.37
7.2038,2,SUSTAIN,39.41,10.82,-3.001,9.703,-0.686,0.45,11.504,-0.891,0.003,11.538,9.728,1.811,10.622,10.622,1.1844,4.686,9.0,11.538,-4.43
7.2262,2,SUSTAIN,39.41,10.82,-3.001,9.703,-0.686,0.45,11.504,-0.891,0.003,11.538,9.728,1.811,10.622,10.622,1.1844,4.686,9.0,11.538,-4.43
7.2476,2,SUSTAIN,39.728,10.799,-2.985,9.859,-0.825,0.461,11.504,-0.895,-0.046,11.538,9.894,1.645,10.303,10.303,1.1848,4.728,9.0,11.538,-4.45
7.2689,2,SUSTAIN,39.728,10.799,-2.985,9.859,-0.825,0.461,11.504,-0.895,-0.046,11.538,9.894,1.645,10.303,10.303,1.1848,4.728,9.0,11.538,-4.45
7.2911,2,SUSTAIN,40.051,10.773,-2.968,10.014,-0.944,0.446,11.504,-0.894,-0.095,11.538,10.058,1.48,9.979,9.979,1.1847,4.769,9.0,11.538,-4.44
7.3136,2,SUSTAIN,40.051,10.773,-2.968,10.014,-0.944,0.446,11.504,-0.894,-0.095,11.538,10.058,1.48,9.979,9.979,1.1847,4.769,9.0,11.538,-4.44
7.3356,2,SUSTAIN,40.378,10.744,-2.953,10.164,-1.008,0.433,11.504,-0.889,-0.142,11.538,10.214,1.324,9.651,9.651,1.1843,4.807,9.0,11.538,-4.42
7.3581,2,SUSTAIN,40.378,10.744,-2.953,10.164,-1.008,0.433,11.504,-0.889,-0.142,11.538,10.214,1.324,9.651,9.651,1.1843,4.807,9.0,11.538,-4.42
7.3804,2,SUSTAIN,40.711,10.713,-2.937,10.293,-1.057,0.419,11.504,-0.883,-0.188,11.538,10.347,1.191,9.316,9.317,1.1838,4.84,9.0,11.538,-4.39
7.4018,2,SUSTAIN,40.711,10.713,-2.937,10.293,-1.057,0.419,11.504,-0.883,-0.188,11.538,10.347,1.191,9.316,9.317,1.1838,4.84,9.0,11.538,-4.39
7.4243,2,SUSTAIN,41.048,10.682,-2.922,10.389,-1.058,0.419,11.505,-0.876,-0.233,11.538,10.443,1.095,8.978,8.979,1.1831,4.864,9.0,11.538,-4.35
7.4467,2,SUSTAIN,41.048,10.682,-2.922,10.389,-1.058,0.419,11.505,-0.876,-0.233,11.538,10.443,1.095,8.978,8.979,1.1831,4.864,9.0,11.538,-4.35
7.4692,2,SUSTAIN,41.471,10.641,-2.905,10.465,-1.081,0.411,11.505,-0.865,-0.286,11.538,10.52,1.017,8.553,8.553,1.1822,4.883,9.0,11.538,-4.3
7.4909,2,SUSTAIN,41.812,10.609,-2.891,10.523,-1.048,0.392,11.506,-0.856,-0.328,11.537,10.575,0.963,8.211,8.211,1.1815,4.896,9.0,11.538,-4.26
7.5133,2,SUSTAIN,41.812,10.609,-2.891,10.523,-1.048,0.392,11.506,-0.856,-0.328,11.537,10.575,0.963,8.211,8.211,1.1815,4.896,9.0,11.538,-4.26
7.5348,2,SUSTAIN,42.155,10.58,-2.877,10.568,-0.967,0.358,11.506,-0.85,-0.37,11.537,10.612,0.925,7.866,7.867,1.1809,4.905,9.0,11.538,-4.22
7.557,2,SUSTAIN,42.155,10.58,-2.877,10.568,-0.967,0.358,11.506,-0.85,-0.37,11.537,10.612,0.925,7.866,7.867,1.1809,4.905,9.0,11.538,-4.22
7.5793,2,SUSTAIN,42.585,10.544,-2.861,10.59,-0.921,0.305,11.506,-0.844,-0.416,11.536,10.63,0.906,7.435,7.436,1.1804,4.909,9.0,11.538,-4.2
7.6015,2,SUSTAIN,42.585,10.544,-2.861,10.59,-0.921,0.305,11.506,-0.844,-0.416,11.536,10.63,0.906,7.435,7.436,1.1804,4.909,9.0,11.538,-4.2
7.6239,2,SUSTAIN,42.843,10.524,-2.854,10.616,-0.864,0.257,11.505,-0.842,-0.439,11.536,10.651,0.885,7.176,7.178,1.1802,4.914,9.0,11.538,-4.19
7.6462,2,SUSTAIN,42.843,10.524,-2.854,10.616,-0.864,0.257,11.505,-0.842,-0.439,11.536,10.651,0.885,7.176,7.178,1.1802,4.914,9.0,11.538,-4.19
7.6687,2,SUSTAIN,43.187,10.499,-2.845,10.634,-0.799,0.181,11.505,-0.842,-0.464,11.536,10.664,0.871,6.831,6.833,1.1802,4.917,9.0,11.538,-4.19
7.6902,2,SUSTAIN,43.187,10.499,-2.845,10.634,-0.799,0.181,11.505,-0.842,-0.464,11.536,10.664,0.871,6.831,6.833,1.1802,4.917,9.0,11.538,-4.19
7.7123,2,SUSTAIN,43.618,10.472,-2.837,10.633,-0.701,0.101,11.503,-0.85,-0.489,11.535,10.656,0.878,6.4,6.402,1.1809,4.916,9.0,11.538,-4.23
7.7331,2,SUSTAIN,43.962,10.452,-2.834,10.623,-0.645,0.017,11.502,-0.861,-0.499,11.534,10.642,0.892,6.055,6.057,1.1819,4.913,9.0,11.538,-4.28
7.7556,2,SUSTAIN,43.962,10.452,-2.834,10.623,-0.645,0.017,11.502,-0.861,-0.499,11.534,10.642,0.892,6.055,6.057,1.1819,4.913,9.0,11.538,-4.28
7.7777,2,SHORT,44.305,10.434,-2.833,10.616,-0.571,-0.056,11.618,-0.886,-0.5,11.651,10.631,1.02,5.711,5.714,1.1833,4.911,8.082,11.656,-4.36
7.7994,2,SHORT,44.305,10.434,-2.833,10.616,-0.571,-0.056,11.618,-0.886,-0.5,11.651,10.631,1.02,5.711,5.714,1.1833,4.911,8.082,11.656,-4.36
7.8213,2,SHORT,44.648,10.419,-2.835,10.598,-0.531,-0.138,11.613,-0.909,-0.495,11.649,10.611,1.038,5.368,5.371,1.1852,4.907,8.079,11.654,-4.47
7.8431,2,SHORT,44.648,10.419,-2.835,10.598,-0.531,-0.138,11.613,-0.909,-0.495,11.649,10.611,1.038,5.368,5.371,1.1852,4.907,8.079,11.654,-4.47
7.865,2,SHORT,44.991,10.405,-2.839,10.6,-0.485,-0.244,11.608,-0.938,-0.484,11.646,10.611,1.035,5.026,5.028,1.1878,4.909,8.075,11.652,-4.62
7.8875,2,SHORT,44.991,10.405,-2.839,10.6,-0.485,-0.244,11.608,-0.938,-0.484,11.646,10.611,1.035,5.026,5.028,1.1878,4.909,8.075,11.652,-4.62
7.91,2,TURN,45.332,10.391,-2.846,10.566,-0.461,-0.325,11.456,-0.472,-0.461,11.466,10.576,0.89,4.684,4.687,1.1908,4.902,7.761,11.202,-2.36
7.9325,2,TURN,45.332,10.391,-2.846,10.566,-0.461,-0.325,11.277,-0.464,-0.461,11.286,10.576,0.71,4.684,4.687,1.1908,4.902,7.761,11.202,-2.36
7.955,2,TURN,45.757,10.375,-2.859,10.497,-0.442,-0.405,11.097,0.457,-0.422,11.107,10.506,0.601,4.26,4.262,1.1953,4.887,7.19,10.383,2.36
7.9755,2,TURN,46.094,10.364,-2.87,10.46,-0.432,-0.465,10.857,1.237,-0.389,10.927,10.469,0.458,3.923,3.925,1.2001,4.881,6.768,9.779,6.5
7.9979,2,TURN,46.094,10.364,-2.87,10.46,-0.432,-0.465,10.678,1.216,-0.389,10.747,10.469,0.278,3.923,3.925,1.2001,4.881,6.768,9.779,6.5
8.0193,2,TURN,46.43,10.353,-2.883,10.392,-0.455,-0.481,10.379,1.988,-0.352,10.568,10.402,0.166,3.588,3.59,1.2056,4.868,6.41,9.267,10.84
8.0418,2,TURN,46.43,10.353,-2.883,10.392,-0.455,-0.481,10.203,1.954,-0.352,10.388,10.402,-0.014,3.588,3.59,1.2056,4.868,6.41,9.267,10.84
8.0631,2,TURN,46.763,10.34,-2.896,10.335,-0.462,-0.507,9.839,2.723,-0.312,10.209,10.346,-0.137,3.255,3.257,1.2119,4.858,6.121,8.855,15.47
8.0855,2,TURN,46.763,10.34,-2.896,10.335,-0.462,-0.507,9.666,2.675,-0.312,10.029,10.346,-0.317,3.255,3.257,1.2119,4.858,6.121,8.855,15.47
8.108,2,TURN,47.093,10.328,-2.91,10.257,-0.449,-0.516,9.241,3.408,-0.27,9.85,10.267,-0.417,2.925,2.926,1.2195,4.843,5.916,8.565,20.25
8.1301,2,TURN,47.093,10.328,-2.91,10.257,-0.449,-0.516,9.072,3.346,-0.27,9.67,10.267,-0.597,2.925,2.926,1.2195,4.843,5.916,8.565,20.25
8.1525,2,TURN,47.421,10.318,-2.923,10.213,-0.406,-0.569,8.586,4.043,-0.23,9.49,10.221,-0.731,2.598,2.6,1.2297,4.838,5.797,8.401,25.22
8.173,2,TURN,47.421,10.318,-2.923,10.213,-0.406,-0.569,8.423,3.967,-0.23,9.31,10.221,-0.911,2.598,2.6,1.2297,4.838,5.797,8.401,25.22
8.1954,3,SUSTAIN,47.828,10.308,-2.943,10.156,-0.276,-0.651,5.682,7.678,-0.171,9.552,10.159,-0.607,12.057,12.057,1.7179,5.133,9.0,11.538,53.5
8.2179,3,SUSTAIN,47.828,10.308,-2.943,10.156,-0.276,-0.651,5.825,7.871,-0.171,9.792,10.159,-0.367,12.057,12.057,1.7179,5.133,9.0,11.538,53.5
8.2403,3,SUSTAIN,48.152,10.305,-2.962,10.096,-0.112,-0.718,5.788,8.194,-0.114,10.032,10.096,-0.064,11.87,11.87,1.6958,5.104,9.0,11.538,54.77
8.2609,3,SUSTAIN,48.473,10.307,-2.983,10.009,0.102,-0.793,5.737,8.52,-0.052,10.272,10.009,0.263,11.685,11.685,1.6735,5.068,9.0,11.538,56.04
8.2833,3,SUSTAIN,48.473,10.307,-2.983,10.009,0.102,-0.793,5.872,8.719,-0.052,10.512,10.009,0.503,11.685,11.685,1.6735,5.068,9.0,11.538,56.04
8.3048,3,SUSTAIN,48.79,10.318,-3.005,9.909,0.368,-0.89,5.805,9.05,0.014,10.752,9.916,0.836,11.502,11.502,1.6512,5.03,9.0,11.538,57.32
8.3272,3,SUSTAIN,48.79,10.318,-3.005,9.909,0.368,-0.89,5.935,9.252,0.014,10.992,9.916,1.076,11.502,11.502,1.6512,5.03,9.0,11.538,57.32
8.3484,3,SUSTAIN,49.103,10.338,-3.03,9.731,0.673,-0.938,5.852,9.587,0.089,11.232,9.755,1.477,11.319,11.319,1.6289,4.976,9.0,11.538,58.6
8.3708,3,SUSTAIN,49.103,10.338,-3.03,9.731,0.673,-0.938,5.977,9.792,0.089,11.472,9.755,1.717,11.319,11.319,1.6289,4.976,9.0,11.538,58.6
8.3931,3,SUSTAIN,49.409,10.368,-3.056,9.53,0.977,-0.954,5.792,9.979,0.169,11.538,9.58,1.958,11.137,11.137,1.6067,4.918,9.0,11.538,59.87
8.4156,3,SUSTAIN,49.409,10.368,-3.056,9.53,0.977,-0.954,5.792,9.979,0.169,11.538,9.58,1.958,11.137,11.137,1.6067,4.918,9.0,11.538,59.87
8.4381,3,SUSTAIN,49.781,10.42,-3.088,9.212,1.368,-0.897,5.52,10.132,0.263,11.538,9.313,2.225,10.91,10.91,1.5797,4.834,9.0,11.538,61.42
8.4598,3,SUSTAIN,49.781,10.42,-3.088,9.212,1.368,-0.897,5.52,10.132,0.263,11.538,9.313,2.225,10.91,10.91,1.5797,4.834,9.0,11.538,61.42
8.4822,3,SUSTAIN,50.068,10.473,-3.11,8.911,1.688,-0.814,5.305,10.246,0.331,11.538,9.07,2.468,10.728,10.729,1.5586,4.76,9.0,11.538,62.63
8.5047,3,SUSTAIN,50.068,10.473,-3.11,8.911,1.688,-0.814,5.305,10.246,0.331,11.538,9.07,2.468,10.728,10.729,1.5586,4.76,9.0,11.538,62.63
8.5268,3,SUSTAIN,50.345,10.535,-3.13,8.613,1.997,-0.71,5.092,10.353,0.391,11.538,8.841,2.697,10.548,10.548,1.5379,4.689,9.0,11.538,63.81
8.5482,3,SUSTAIN,50.345,10.535,-3.13,8.613,1.997,-0.71,5.092,10.353,0.391,11.538,8.841,2.697,10.548,10.548,1.5379,4.689,9.0,11.538,63.81
